,aln,pars.site,tot.sites,pars.site.prop,rf.distance,rf.distance.coll,gc.cont
381,16972at8782-aln.nexus,1223,2562,0.477361436,60,51,0.595217169
382,16984at8782-aln.nexus,768,2367,0.324461343,30,30,0.559899063
383,17008at8782-aln.nexus,447,1917,0.233176839,38,30,0.465724601
384,1701at8782-aln.nexus,2464,6198,0.397547596,36,39,0.572033026
385,17033at8782-aln.nexus,453,1776,0.255067568,40,35,0.520052585
386,17042at8782-aln.nexus,491,1641,0.2992078,52,42,0.45535706
387,17043at8782-aln.nexus,953,2070,0.460386473,70,54,0.429857583
388,17050at8782-aln.nexus,562,1698,0.330977621,28,29,0.548453414
389,17155at8782-aln.nexus,381,1725,0.220869565,62,54,0.573929338
390,17178at8782-aln.nexus,471,1803,0.261231281,62,48,0.49248618
391,17179at8782-aln.nexus,1214,4326,0.280628756,84,71,0.482148611
392,17206at8782-aln.nexus,686,3606,0.190238491,48,39,0.517282077
393,17256at8782-aln.nexus,1479,5085,0.290855457,70,66,0.502931988
394,17275at8782-aln.nexus,461,1797,0.256538676,26,24,0.528608568
395,17323at8782-aln.nexus,629,2091,0.300813008,90,79,0.455106576
396,17336at8782-aln.nexus,472,1770,0.266666667,30,31,0.57698992
397,17355at8782-aln.nexus,909,3726,0.243961353,56,49,0.529676617
398,17418at8782-aln.nexus,775,2085,0.371702638,52,46,0.461032334
399,17426at8782-aln.nexus,906,4605,0.196742671,32,33,0.548745195
400,17429at8782-aln.nexus,1202,2934,0.409679618,76,60,0.468727891
401,17466at8782-aln.nexus,492,1812,0.271523179,84,75,0.444633569
402,17468at8782-aln.nexus,1157,3201,0.361449547,102,88,0.473482786
403,17498at8782-aln.nexus,687,2034,0.337758112,26,31,0.556398033
404,17508at8782-aln.nexus,1640,3096,0.529715762,78,72,0.466881187
405,17510at8782-aln.nexus,694,1650,0.420606061,40,35,0.502335657
406,17571at8782-aln.nexus,818,2133,0.383497421,44,39,0.493915085
407,17588at8782-aln.nexus,1388,2847,0.487530734,60,53,0.542692874
408,17612at8782-aln.nexus,784,2382,0.329135181,64,50,0.473471781
409,17629at8782-aln.nexus,941,2052,0.458576998,58,49,0.464516073
410,17636at8782-aln.nexus,897,2214,0.405149051,28,27,0.586510119
411,17638at8782-aln.nexus,1390,2709,0.513104467,68,51,0.595031524
412,17677at8782-aln.nexus,428,1683,0.254307784,40,37,0.468532669
413,17693at8782-aln.nexus,1544,4365,0.353722795,28,27,0.436329106
414,17694at8782-aln.nexus,1029,3015,0.341293532,22,24,0.576396398
415,17706at8782-aln.nexus,774,2649,0.29218573,54,46,0.522751566
416,1770at8782-aln.nexus,2258,6357,0.355198993,36,28,0.474769076
417,17719at8782-aln.nexus,1126,2070,0.543961353,38,34,0.450768058
418,17770at8782-aln.nexus,825,2610,0.316091954,66,51,0.458619281
419,17776at8782-aln.nexus,596,2163,0.275543227,68,46,0.49516639
420,17799at8782-aln.nexus,708,2271,0.311756935,56,46,0.552358668
421,1780at8782-aln.nexus,2206,6384,0.345551378,30,25,0.531463571
422,17834at8782-aln.nexus,696,3366,0.206773619,54,52,0.514587525
423,17864at8782-aln.nexus,847,2718,0.311626196,30,31,0.469160941
424,17882at8782-aln.nexus,648,2085,0.310791367,60,48,0.565567598
425,17888at8782-aln.nexus,1008,3879,0.259860789,64,57,0.52248253
426,17899at8782-aln.nexus,3401,11790,0.288464801,74,69,0.387558058
427,17913at8782-aln.nexus,671,2217,0.302661254,42,37,0.491233683
428,17942at8782-aln.nexus,736,5445,0.135169881,26,27,0.56626506
429,17960at8782-aln.nexus,646,1656,0.390096618,54,51,0.637212124
430,17974at8782-aln.nexus,1104,1902,0.58044164,70,61,0.53000577
431,17979at8782-aln.nexus,2142,5487,0.390377255,54,49,0.547704766
432,18038at8782-aln.nexus,814,2529,0.32186635,96,87,0.550468574
433,18041at8782-aln.nexus,595,2073,0.287023637,100,85,0.451747419
434,18042at8782-aln.nexus,757,1752,0.432077626,36,30,0.446776213
435,18065at8782-aln.nexus,395,1758,0.224687144,68,52,0.519024526
436,18134at8782-aln.nexus,850,2109,0.403034614,54,47,0.553641723
437,18151at8782-aln.nexus,847,2640,0.320833333,38,35,0.679879382
438,18175at8782-aln.nexus,572,1569,0.364563416,32,24,0.481648867
439,18190at8782-aln.nexus,548,1479,0.370520622,54,51,0.497110926
440,18199at8782-aln.nexus,1049,3039,0.345179335,80,70,0.42606681
441,18202at8782-aln.nexus,956,2127,0.449459332,96,81,0.458557679
442,18251at8782-aln.nexus,901,2592,0.347608025,66,62,0.519156403
443,1827at8782-aln.nexus,3719,8850,0.420225989,34,30,0.466405706
444,18295at8782-aln.nexus,483,2898,0.166666667,36,36,0.53926931
445,18313at8782-aln.nexus,598,1626,0.367773678,54,46,0.471118099
446,18316at8782-aln.nexus,476,1665,0.285885886,48,43,0.402439466
447,18357at8782-aln.nexus,877,1779,0.492973581,26,25,0.53911163
448,18360at8782-aln.nexus,753,2040,0.369117647,42,40,0.450248111
449,18364at8782-aln.nexus,1223,2259,0.541389996,64,54,0.549915155
450,1837at8782-aln.nexus,3218,7173,0.448626795,42,32,0.473721158
451,18393at8782-aln.nexus,974,1911,0.509680795,30,30,0.503681247
452,18407at8782-aln.nexus,833,3081,0.270366764,44,35,0.436248306
453,18414at8782-aln.nexus,1055,2484,0.424718196,62,50,0.425346268
454,18422at8782-aln.nexus,861,3234,0.266233766,34,27,0.505187871
455,18443at8782-aln.nexus,938,2772,0.338383838,54,46,0.516819463
456,18459at8782-aln.nexus,908,2343,0.387537345,50,40,0.414529988
457,18475at8782-aln.nexus,833,2352,0.354166667,72,50,0.575208438
458,18502at8782-aln.nexus,780,2397,0.325406758,54,45,0.489104159
459,18512at8782-aln.nexus,621,2916,0.212962963,34,35,0.547811507
460,18518at8782-aln.nexus,1255,2250,0.557777778,26,24,0.40028083
461,18524at8782-aln.nexus,1864,8862,0.210336267,74,69,0.398962498
462,18569at8782-aln.nexus,1399,3996,0.3501001,94,68,0.452658939
463,18574at8782-aln.nexus,1907,2928,0.651297814,74,62,0.374796337
464,18577at8782-aln.nexus,949,2067,0.459119497,84,74,0.444901785
465,18607at8782-aln.nexus,806,1932,0.417184265,30,27,0.554774099
466,18620at8782-aln.nexus,590,1503,0.392548237,52,40,0.419868938
467,18636at8782-aln.nexus,1249,3285,0.38021309,66,56,0.490657406
468,18638at8782-aln.nexus,599,1923,0.31149246,44,41,0.4955936
469,18642at8782-aln.nexus,859,2478,0.346650525,44,35,0.521633554
470,18647at8782-aln.nexus,688,1869,0.368111289,38,33,0.584490234
471,1871at8782-aln.nexus,3185,6300,0.505555556,42,35,0.502422153
472,18731at8782-aln.nexus,1153,3864,0.298395445,72,58,0.46945264
473,18751at8782-aln.nexus,1258,2493,0.504612916,58,53,0.539032632
474,18754at8782-aln.nexus,1313,3762,0.349016481,46,43,0.62974617
475,18775at8782-aln.nexus,1434,3144,0.45610687,34,29,0.475298637
476,18777at8782-aln.nexus,1242,3129,0.396931927,112,89,0.512194634
477,18798at8782-aln.nexus,1368,2904,0.47107438,74,69,0.52901284
478,18833at8782-aln.nexus,1799,4983,0.361027493,64,58,0.518459105
479,1884at8782-aln.nexus,2965,6318,0.46929408,38,32,0.523002123
480,18856at8782-aln.nexus,708,2520,0.280952381,44,40,0.66095644
481,18896at8782-aln.nexus,1079,2580,0.418217054,40,35,0.455041169
482,18901at8782-aln.nexus,534,1896,0.28164557,72,48,0.507150893
483,18918at8782-aln.nexus,866,2154,0.402042711,38,34,0.531969965
484,18922at8782-aln.nexus,1214,2628,0.46194825,94,85,0.547761171
485,18937at8782-aln.nexus,854,2706,0.315594974,42,40,0.518104034
486,18955at8782-aln.nexus,465,1725,0.269565217,46,39,0.571798288
487,18974at8782-aln.nexus,872,2190,0.398173516,62,54,0.491284193
488,19035at8782-aln.nexus,667,1479,0.450980392,48,39,0.527154836
489,19068at8782-aln.nexus,498,2361,0.210927573,50,38,0.404505387
490,19093at8782-aln.nexus,794,3726,0.213097155,48,45,0.44290803
491,19101at8782-aln.nexus,680,2286,0.297462817,70,57,0.572373986
492,1911at8782-aln.nexus,2038,6216,0.327863578,66,61,0.443078592
493,19128at8782-aln.nexus,329,1341,0.245339299,48,39,0.507823936
494,19160at8782-aln.nexus,1356,2619,0.517754868,66,51,0.506869488
495,19177at8782-aln.nexus,779,2028,0.384122288,76,66,0.52955199
496,19188at8782-aln.nexus,809,3918,0.206482899,34,36,0.558532435
497,19208at8782-aln.nexus,1416,2490,0.568674699,86,70,0.558972841
498,1922at8782-aln.nexus,2792,6669,0.418653471,64,61,0.629218754
499,19264at8782-aln.nexus,437,1782,0.245230079,40,37,0.456398019
500,19271at8782-aln.nexus,845,2232,0.378584229,90,70,0.551167026
501,19281at8782-aln.nexus,966,3528,0.273809524,38,31,0.543286471
502,19286at8782-aln.nexus,1405,2592,0.542052469,82,81,0.420932937
503,19292at8782-aln.nexus,993,3489,0.28460877,30,29,0.435465799
504,19341at8782-aln.nexus,302,1608,0.187810945,44,36,0.532456333
505,19361at8782-aln.nexus,378,1776,0.212837838,64,51,0.490572003
506,19363at8782-aln.nexus,1234,1989,0.620412267,42,34,0.468784285
507,19381at8782-aln.nexus,675,2361,0.285895807,40,36,0.516223246
508,1938at8782-aln.nexus,1873,5835,0.320994002,40,37,0.466019077
509,19394at8782-aln.nexus,846,3204,0.264044944,50,42,0.435931782
510,193at8782-aln.nexus,4978,14217,0.350144194,18,16,0.42762068
511,19423at8782-aln.nexus,598,1758,0.340159272,50,45,0.49393136
512,19433at8782-aln.nexus,991,2442,0.405814906,90,77,0.523892686
513,19441at8782-aln.nexus,769,1812,0.424392936,70,62,0.538980438
514,19455at8782-aln.nexus,375,1554,0.241312741,28,29,0.496116826
515,19473at8782-aln.nexus,548,1464,0.37431694,36,30,0.446748075
516,19484at8782-aln.nexus,732,1848,0.396103896,32,32,0.537233478
517,19496at8782-aln.nexus,676,1794,0.376811594,48,40,0.595915863
518,19509at8782-aln.nexus,855,1905,0.448818898,24,18,0.476622426
519,19608at8782-aln.nexus,584,1803,0.323904603,62,55,0.489495195
520,19635at8782-aln.nexus,851,2823,0.301452356,74,63,0.539613268
521,19697at8782-aln.nexus,1327,3603,0.368304191,76,64,0.531460418
522,1971at8782-aln.nexus,2563,7248,0.35361479,48,44,0.640262028
523,19737at8782-aln.nexus,1112,2676,0.41554559,34,25,0.576391259
524,19740at8782-aln.nexus,689,2145,0.321212121,50,41,0.53085789
525,19753at8782-aln.nexus,425,2187,0.194330133,70,54,0.501873168
526,19766at8782-aln.nexus,1194,5763,0.207183758,52,50,0.41505507
527,19772at8782-aln.nexus,475,1788,0.265659955,36,30,0.414120626
528,19812at8782-aln.nexus,491,2517,0.1950735,40,31,0.519151602
529,19814at8782-aln.nexus,798,3990,0.2,42,38,0.483048956
530,19825at8782-aln.nexus,593,1773,0.334461365,38,31,0.536429224
531,19851at8782-aln.nexus,537,1398,0.384120172,92,82,0.476088544
532,1986at8782-aln.nexus,1831,6804,0.269106408,42,37,0.478775401
533,19908at8782-aln.nexus,591,1854,0.318770227,42,38,0.426180129
534,19972at8782-aln.nexus,886,2493,0.355395106,48,37,0.649104382
535,1997at8782-aln.nexus,1695,5577,0.303926842,58,52,0.519880213
536,19982at8782-aln.nexus,532,2070,0.257004831,42,32,0.534133453
537,19983at8782-aln.nexus,498,2694,0.184855234,34,31,0.442405051
538,20007at8782-aln.nexus,1221,2229,0.547779273,76,68,0.597714192
539,20014at8782-aln.nexus,521,1845,0.282384824,34,28,0.485269018
540,20027at8782-aln.nexus,873,2181,0.400275103,44,42,0.452366177
541,20029at8782-aln.nexus,866,2241,0.386434627,60,52,0.552476706
542,20032at8782-aln.nexus,1379,2697,0.511308862,70,59,0.494489296
543,20047at8782-aln.nexus,707,1842,0.383821933,56,49,0.47794012
544,20068at8782-aln.nexus,671,1644,0.408150852,38,31,0.4893033
545,20085at8782-aln.nexus,904,1671,0.540993417,94,71,0.43983176
546,20088at8782-aln.nexus,378,1689,0.223801066,40,35,0.600722518
547,20089at8782-aln.nexus,1038,2943,0.352701325,60,59,0.571338424
548,20129at8782-aln.nexus,691,2280,0.303070175,36,36,0.535202503
549,20152at8782-aln.nexus,610,1908,0.319706499,48,38,0.458911749
550,20161at8782-aln.nexus,1345,3111,0.432336869,50,41,0.412704491
551,20171at8782-aln.nexus,805,1614,0.498760843,38,34,0.444863736
552,20173at8782-aln.nexus,1581,2985,0.529648241,64,47,0.490533684
553,20190at8782-aln.nexus,937,2475,0.378585859,42,36,0.572599016
554,20220at8782-aln.nexus,913,1947,0.468926554,74,55,0.443786353
555,20243at8782-aln.nexus,1311,2349,0.558109834,106,88,0.42164538
556,2027at8782-aln.nexus,1802,6537,0.275661618,52,38,0.543419837
557,20285at8782-aln.nexus,886,1707,0.51903925,82,60,0.475765433
558,20286at8782-aln.nexus,550,1548,0.355297158,36,31,0.576028941
559,20306at8782-aln.nexus,497,1479,0.336037863,36,35,0.564906422
560,20323at8782-aln.nexus,630,1620,0.388888889,46,41,0.457789712
561,20332at8782-aln.nexus,811,3615,0.224343015,30,24,0.463410499
562,20335at8782-aln.nexus,774,2211,0.350067843,84,71,0.550965495
563,20339at8782-aln.nexus,1759,4191,0.4197089,38,35,0.627310375
564,20365at8782-aln.nexus,1088,2274,0.478452067,44,36,0.514391075
565,20385at8782-aln.nexus,1838,5136,0.357866044,52,53,0.500920263
566,20392at8782-aln.nexus,604,3102,0.194713088,50,41,0.592571182
567,20401at8782-aln.nexus,844,5055,0.166963403,48,43,0.448450749
568,20409at8782-aln.nexus,1266,2556,0.495305164,58,57,0.448041337
569,20453at8782-aln.nexus,932,3273,0.284754048,78,65,0.425211186
570,20482at8782-aln.nexus,818,1554,0.526383526,64,46,0.67585059
571,20499at8782-aln.nexus,979,1911,0.512297227,34,24,0.592697782
572,20502at8782-aln.nexus,586,1545,0.379288026,44,41,0.524766144
573,20551at8782-aln.nexus,1761,3909,0.450498849,74,65,0.575615888
574,20560at8782-aln.nexus,1897,3318,0.571729958,96,86,0.4831301
575,20580at8782-aln.nexus,1510,5937,0.254337207,54,50,0.417812622
576,20583at8782-aln.nexus,1025,3735,0.274431058,82,59,0.530827863
577,20600at8782-aln.nexus,774,2046,0.37829912,76,65,0.45353525
578,20626at8782-aln.nexus,638,2214,0.288166215,48,36,0.471403799
579,20633at8782-aln.nexus,488,1662,0.293622142,42,35,0.507515162
580,2063at8782-aln.nexus,3548,7194,0.493188768,40,37,0.539963439
581,20668at8782-aln.nexus,1040,3090,0.336569579,64,60,0.485449136
582,20673at8782-aln.nexus,936,2184,0.428571429,24,21,0.424512736
583,20678at8782-aln.nexus,597,2070,0.288405797,62,57,0.48290488
584,2068at8782-aln.nexus,2572,7230,0.355739972,52,44,0.518982691
585,20699at8782-aln.nexus,628,2034,0.308751229,114,96,0.526905395
586,20711at8782-aln.nexus,534,1887,0.282988871,44,39,0.564941673
587,20739at8782-aln.nexus,352,1422,0.247538678,46,38,0.518526023
588,20747at8782-aln.nexus,561,3471,0.161624892,40,36,0.608135687
589,20752at8782-aln.nexus,723,2118,0.341359773,66,55,0.551619051
590,20763at8782-aln.nexus,387,1926,0.200934579,66,56,0.592964876
591,20768at8782-aln.nexus,840,2274,0.36939314,56,54,0.489755696
592,20818at8782-aln.nexus,1128,2241,0.50334672,48,44,0.451437909
593,20838at8782-aln.nexus,699,2697,0.259176863,66,59,0.489880104
594,20906at8782-aln.nexus,744,1950,0.381538462,58,47,0.459434952
595,20913at8782-aln.nexus,838,1803,0.464780921,40,35,0.445046261
596,20927at8782-aln.nexus,1264,2190,0.57716895,64,59,0.501019511
597,20934at8782-aln.nexus,589,1386,0.424963925,76,63,0.436465464
598,20951at8782-aln.nexus,1261,2328,0.541666667,72,61,0.448121435
599,20959at8782-aln.nexus,1210,2490,0.485943775,76,65,0.550790864
600,20968at8782-aln.nexus,1065,2658,0.400677201,38,33,0.496757709
601,20993at8782-aln.nexus,1067,3852,0.276998962,52,48,0.511688434
602,209at8782-aln.nexus,4259,13764,0.309430398,38,39,0.514453668
603,21033at8782-aln.nexus,991,2673,0.370744482,66,60,0.470226035
604,21034at8782-aln.nexus,2241,2892,0.774896266,78,69,0.434303387
605,2104at8782-aln.nexus,3000,6495,0.461893764,46,39,0.432941881
606,21084at8782-aln.nexus,842,1845,0.456368564,32,33,0.44626219
607,21085at8782-aln.nexus,517,1743,0.296615032,36,27,0.508002079
608,21086at8782-aln.nexus,1079,3990,0.270426065,64,52,0.481259467
609,21123at8782-aln.nexus,1513,3009,0.502824859,50,44,0.435267874
610,21147at8782-aln.nexus,603,2286,0.263779528,26,23,0.562513448
611,21156at8782-aln.nexus,2051,4170,0.491846523,66,65,0.52990115
612,21181at8782-aln.nexus,1045,2523,0.414189457,86,70,0.49581685
613,21187at8782-aln.nexus,849,1701,0.499118166,46,41,0.594086149
614,21193at8782-aln.nexus,800,1548,0.516795866,46,32,0.440014078
615,21208at8782-aln.nexus,1219,2247,0.542501113,32,27,0.425894018
616,21218at8782-aln.nexus,781,2124,0.367702448,48,43,0.538588754
617,21250at8782-aln.nexus,392,1914,0.204806688,58,41,0.585791009
618,21286at8782-aln.nexus,1036,2928,0.353825137,94,69,0.45832636
619,2130at8782-aln.nexus,2215,6333,0.34975525,46,44,0.539953555
620,21323at8782-aln.nexus,494,1788,0.276286353,66,58,0.466870634
621,21332at8782-aln.nexus,827,2049,0.403611518,28,29,0.530324804
622,21346at8782-aln.nexus,835,1503,0.555555556,54,51,0.442291622
623,21347at8782-aln.nexus,761,1659,0.458710066,70,65,0.449499633
624,21377at8782-aln.nexus,594,1695,0.350442478,64,56,0.502422118
625,21404at8782-aln.nexus,591,1731,0.341421144,70,61,0.470056857
626,21457at8782-aln.nexus,544,1692,0.321513002,60,54,0.598612556
627,21459at8782-aln.nexus,778,2745,0.283424408,76,59,0.446367828
628,21505at8782-aln.nexus,514,1647,0.312082574,66,50,0.501854745
629,21533at8782-aln.nexus,957,2592,0.369212963,60,56,0.513384646
630,21534at8782-aln.nexus,1043,3090,0.337540453,68,57,0.507385492
631,21538at8782-aln.nexus,1691,3390,0.498820059,36,31,0.561414595
632,21540at8782-aln.nexus,691,1701,0.406231628,46,41,0.46246921
633,21551at8782-aln.nexus,959,2394,0.400584795,30,20,0.413926723
634,21559at8782-aln.nexus,838,3978,0.210658622,42,40,0.517975921
635,21560at8782-aln.nexus,754,2946,0.255940258,72,63,0.438555754
636,21572at8782-aln.nexus,1009,2097,0.481163567,54,52,0.594502424
637,21594at8782-aln.nexus,1071,1830,0.585245902,88,78,0.432581266
638,21609at8782-aln.nexus,895,2445,0.36605317,66,59,0.453645339
639,21612at8782-aln.nexus,471,1620,0.290740741,38,37,0.549948798
640,21629at8782-aln.nexus,853,1797,0.474680022,48,45,0.467340166
641,21632at8782-aln.nexus,675,2001,0.337331334,50,45,0.489687478
642,2164at8782-aln.nexus,2210,7824,0.282464213,38,32,0.518117819
643,2165at8782-aln.nexus,1832,6705,0.273228934,42,41,0.547489699
644,21692at8782-aln.nexus,1989,5205,0.382132565,54,47,0.436706843
645,21700at8782-aln.nexus,316,1551,0.203739523,42,35,0.523596828
646,2171at8782-aln.nexus,1649,4611,0.357623075,44,40,0.399068451
647,21726at8782-aln.nexus,878,1908,0.460167715,78,64,0.520025163
648,21732at8782-aln.nexus,1053,2730,0.385714286,64,63,0.667810173
649,21745at8782-aln.nexus,1184,1944,0.609053498,90,78,0.531853079
650,21757at8782-aln.nexus,1416,5526,0.256243214,64,47,0.559866358
651,217at8782-aln.nexus,7666,17178,0.446268483,20,18,0.385836787
652,21815at8782-aln.nexus,605,2742,0.220641867,44,39,0.582849265
653,21820at8782-aln.nexus,977,2124,0.459981168,42,36,0.568529902
654,21847at8782-aln.nexus,802,2232,0.359318996,60,55,0.438502192
655,21862at8782-aln.nexus,555,1749,0.317324185,32,28,0.495894249
656,21865at8782-aln.nexus,972,2100,0.462857143,44,46,0.486303761
657,21866at8782-aln.nexus,1237,4611,0.268271525,66,46,0.475283282
658,21871at8782-aln.nexus,882,2379,0.37074401,52,40,0.468170216
659,21876at8782-aln.nexus,892,2349,0.379736058,68,57,0.575322129
660,21900at8782-aln.nexus,1008,3054,0.330058939,28,28,0.591507213
661,21910at8782-aln.nexus,812,2793,0.290726817,44,42,0.436807693
662,21940at8782-aln.nexus,936,2049,0.456808199,44,40,0.472618445
663,21959at8782-aln.nexus,315,1719,0.183246073,36,35,0.469772313
664,21962at8782-aln.nexus,826,3342,0.247157391,72,57,0.489046839
665,21980at8782-aln.nexus,945,2082,0.45389049,50,44,0.531448733
666,21987at8782-aln.nexus,434,1437,0.302018093,38,27,0.447289564
667,22047at8782-aln.nexus,887,2571,0.345001945,88,79,0.462158378
668,22059at8782-aln.nexus,551,2340,0.235470085,84,67,0.453300218
669,22087at8782-aln.nexus,686,2970,0.230976431,60,46,0.490323009
670,2210at8782-aln.nexus,4489,8724,0.514557542,52,43,0.453426336
671,22131at8782-aln.nexus,545,1842,0.29587405,42,39,0.503484581
672,22147at8782-aln.nexus,1128,2250,0.501333333,42,40,0.627067448
673,2214at8782-aln.nexus,2987,6651,0.449105398,68,61,0.592067916
674,22152at8782-aln.nexus,746,6021,0.123899684,30,24,0.458554024
675,22153at8782-aln.nexus,341,4338,0.078607653,66,54,0.501554205
676,22157at8782-aln.nexus,625,2724,0.229441997,56,49,0.580808685
677,2217at8782-aln.nexus,1439,5139,0.280015567,30,25,0.514658294
678,22184at8782-aln.nexus,283,1284,0.220404984,60,45,0.513559992
679,22209at8782-aln.nexus,392,1587,0.247006931,60,52,0.518530177
680,22215at8782-aln.nexus,533,1323,0.40287226,38,33,0.391756741
681,22226at8782-aln.nexus,1019,1920,0.530729167,62,59,0.493540822
682,22230at8782-aln.nexus,1257,2664,0.471846847,92,71,0.440021972
683,22241at8782-aln.nexus,831,2112,0.393465909,50,36,0.412456143
684,22274at8782-aln.nexus,597,1701,0.350970018,32,29,0.624151924
685,22290at8782-aln.nexus,580,1977,0.293373799,62,50,0.597460459
686,22332at8782-aln.nexus,519,2019,0.257057949,34,28,0.538180266
687,22335at8782-aln.nexus,563,1551,0.362991618,58,55,0.597986919
688,22342at8782-aln.nexus,1396,3237,0.431263516,32,28,0.536040086
689,22412at8782-aln.nexus,473,1560,0.303205128,28,30,0.539548313
690,22421at8782-aln.nexus,1470,3363,0.437109723,76,66,0.465282448
691,22446at8782-aln.nexus,1059,1923,0.550702028,42,33,0.448616081
692,22464at8782-aln.nexus,405,1566,0.25862069,24,22,0.5388501
693,22505at8782-aln.nexus,936,1989,0.470588235,70,67,0.500406062
694,22508at8782-aln.nexus,775,1677,0.462134764,50,38,0.471141675
695,22514at8782-aln.nexus,1115,1875,0.594666667,42,37,0.571331405
696,22523at8782-aln.nexus,596,2991,0.19926446,52,40,0.601840523
697,22525at8782-aln.nexus,881,1722,0.511614402,64,55,0.433480369
698,22543at8782-aln.nexus,714,2025,0.352592593,60,57,0.641755748
699,22661at8782-aln.nexus,581,1605,0.361993769,40,33,0.429471968
700,22678at8782-aln.nexus,839,2115,0.396690307,34,25,0.472882797
701,22684at8782-aln.nexus,566,1542,0.367055772,54,41,0.403406396
702,22710at8782-aln.nexus,962,2343,0.41058472,38,38,0.462337385
703,22746at8782-aln.nexus,609,2049,0.297218155,102,75,0.523519099
704,22773at8782-aln.nexus,595,1917,0.310380803,40,32,0.562021018
705,22784at8782-aln.nexus,551,2184,0.252289377,60,57,0.500281063
706,22789at8782-aln.nexus,787,1491,0.527833669,44,31,0.411338573
707,22797at8782-aln.nexus,425,1494,0.284471218,40,36,0.472037173
708,22801at8782-aln.nexus,972,2514,0.386634845,50,43,0.600313227
709,2281at8782-aln.nexus,3629,10431,0.347905282,60,54,0.483091735
710,22820at8782-aln.nexus,738,2895,0.25492228,62,48,0.54407497
711,22829at8782-aln.nexus,1136,2712,0.418879056,62,56,0.511835568
712,22870at8782-aln.nexus,375,1290,0.290697674,40,41,0.470695444
713,22884at8782-aln.nexus,1826,3447,0.529736002,60,50,0.584947511
714,22892at8782-aln.nexus,751,1869,0.401819155,46,43,0.550290726
715,22903at8782-aln.nexus,338,1779,0.189994379,78,57,0.455039526
716,22917at8782-aln.nexus,726,2709,0.26799557,38,43,0.562999512
717,22928at8782-aln.nexus,1394,2685,0.519180633,20,25,0.440259872
718,23118at8782-aln.nexus,515,1410,0.365248227,70,57,0.539740803
719,23131at8782-aln.nexus,443,1356,0.326696165,32,25,0.475793319
720,23138at8782-aln.nexus,1051,2049,0.512933138,38,35,0.400943396
721,23162at8782-aln.nexus,1427,6417,0.222378058,70,62,0.525161004
722,23216at8782-aln.nexus,746,1803,0.413754853,24,21,0.543536208
723,23221at8782-aln.nexus,932,7311,0.127479141,44,40,0.56043262
724,2322at8782-aln.nexus,4075,7677,0.530806305,64,53,0.50888394
725,23231at8782-aln.nexus,699,1716,0.407342657,58,47,0.480983589
726,23300at8782-aln.nexus,363,1167,0.311053985,66,53,0.547061299
727,23337at8782-aln.nexus,567,2949,0.192268566,62,56,0.437297308
728,23346at8782-aln.nexus,388,1332,0.291291291,28,28,0.43268819
729,23356at8782-aln.nexus,1657,3876,0.42750258,50,45,0.621389131
730,23359at8782-aln.nexus,863,1617,0.533704391,34,27,0.445146192
731,23361at8782-aln.nexus,1054,2634,0.40015186,60,54,0.658483785
732,23383at8782-aln.nexus,1011,2148,0.470670391,44,37,0.442601096
733,23396at8782-aln.nexus,646,1911,0.338042909,34,27,0.488796127
734,23430at8782-aln.nexus,861,2442,0.352579853,64,51,0.454804318
735,23433at8782-aln.nexus,636,1560,0.407692308,34,34,0.53587425
736,23452at8782-aln.nexus,673,1494,0.450468541,82,68,0.487410804
737,23469at8782-aln.nexus,1010,2676,0.377428999,40,36,0.415621492
738,23475at8782-aln.nexus,730,1935,0.377260982,60,53,0.470160313
739,23486at8782-aln.nexus,398,1362,0.292217327,40,28,0.480689193
740,23526at8782-aln.nexus,595,1389,0.428365731,38,29,0.445642558
741,23538at8782-aln.nexus,1582,3105,0.509500805,84,80,0.417870019
742,23544at8782-aln.nexus,922,1956,0.471370143,40,36,0.431574456
743,23550at8782-aln.nexus,1028,3177,0.3235757,86,72,0.533187753
744,23560at8782-aln.nexus,1235,2331,0.52981553,30,32,0.394641618
745,23572at8782-aln.nexus,318,1290,0.246511628,66,47,0.554732023
746,23582at8782-aln.nexus,470,1599,0.293933709,42,34,0.645410591
747,23600at8782-aln.nexus,671,1923,0.348933957,88,62,0.510249511
748,23609at8782-aln.nexus,850,2076,0.409441233,52,45,0.467789547
749,23630at8782-aln.nexus,803,1449,0.554175293,46,34,0.459336748
750,23661at8782-aln.nexus,646,3798,0.170089521,34,29,0.43692886
751,23677at8782-aln.nexus,745,2208,0.33740942,58,53,0.58090914
752,23698at8782-aln.nexus,862,2262,0.381078691,58,48,0.444413616
753,23782at8782-aln.nexus,320,1800,0.177777778,32,26,0.596458347
754,23786at8782-aln.nexus,606,1542,0.392996109,42,40,0.489478937
755,23799at8782-aln.nexus,552,1491,0.370221328,48,44,0.465647516
756,23813at8782-aln.nexus,933,3801,0.245461721,40,38,0.541320912
757,23817at8782-aln.nexus,451,2640,0.170833333,32,32,0.514426048
758,23827at8782-aln.nexus,360,1374,0.262008734,30,31,0.436975576
759,23829at8782-aln.nexus,585,1539,0.380116959,50,40,0.404306984
760,23837at8782-aln.nexus,552,1641,0.336380256,76,63,0.573289169
761,23924at8782-aln.nexus,650,1509,0.43074884,48,43,0.539060397
762,2392at8782-aln.nexus,1116,4545,0.245544554,26,24,0.529561355
763,23932at8782-aln.nexus,1043,2535,0.411439842,90,81,0.589690788
764,23940at8782-aln.nexus,517,1632,0.316789216,42,36,0.587418099
