"","aln","pars.site","tot.sites","pars.site.prop","rf.distance.coll","gc.cont"
"701","uce-2896.nexus","769","1845","0.41680216802168","34","6.90375897432005e-05"
"702","uce-290.nexus","658","2007","0.327852516193323","34","1.56898135322895e-05"
"703","uce-2901.nexus","879","1949","0.451000513083633","34","4.45570934459739e-05"
"704","uce-2902.nexus","724","1840","0.393478260869565","48","3.5864977957585e-05"
"705","uce-2903.nexus","944","1963","0.480896586856852","32","4.85829880237954e-05"
"706","uce-2907.nexus","713","1963","0.363219561895059","32","2.42038694502597e-05"
"707","uce-291.nexus","438","1556","0.281491002570694","42","6.58148114373191e-05"
"708","uce-2910.nexus","828","1966","0.421159715157681","36","6.95738458003052e-05"
"709","uce-2911.nexus","833","1985","0.419647355163728","22","6.33700733304234e-05"
"710","uce-292.nexus","492","2078","0.236766121270452","44","1.43312731524718e-05"
"711","uce-2927.nexus","760","1903","0.399369416710457","40","6.29192635801936e-05"
"712","uce-2928.nexus","846","1627","0.519975414874001","36","3.93975369082233e-05"
"713","uce-2933.nexus","435","1293","0.336426914153132","50","0.000166987518089086"
"714","uce-2936.nexus","860","2012","0.427435387673956","38","2.4846436555073e-05"
"715","uce-294.nexus","529","1564","0.338235294117647","48","2.72954263709016e-05"
"716","uce-2950.nexus","564","2031","0.277695716395864","48","3.94330449941202e-05"
"717","uce-2959.nexus","549","996","0.551204819277108","52","0.000341628533314584"
"718","uce-2960.nexus","782","1468","0.532697547683924","20","0.000111774920056968"
"719","uce-2963.nexus","836","2020","0.413861386138614","36","7.78713514210608e-05"
"720","uce-2964.nexus","852","1768","0.481900452488688","28","0.000142636537975319"
"721","uce-2965.nexus","890","1928","0.461618257261411","40","3.25616303809791e-05"
"722","uce-2966.nexus","749","1574","0.475857687420584","46","3.97559822946986e-05"
"723","uce-297.nexus","130","820","0.158536585365854","98","0.000440419639257355"
"724","uce-2970.nexus","591","1268","0.46608832807571","50","4.09221547515099e-05"
"725","uce-2971.nexus","782","1822","0.429198682766191","34","4.94447791487647e-05"
"726","uce-2976.nexus","839","1717","0.488642981945253","42","3.55314317577131e-05"
"727","uce-298.nexus","507","1950","0.26","50","3.70952880974344e-05"
"728","uce-2980.nexus","700","1760","0.397727272727273","32","4.06233370642138e-05"
"729","uce-2991.nexus","848","1843","0.460119370591427","44","4.83690958443243e-05"
"730","uce-2992.nexus","874","1847","0.473199783432593","20","2.46114945861863e-05"
"731","uce-2997.nexus","786","1980","0.396969696969697","30","3.32807837483258e-05"
"732","uce-3.nexus","596","2053","0.290306867998052","38","4.33257984990931e-05"
"733","uce-300.nexus","688","1508","0.456233421750663","34","0.000201426518613182"
"734","uce-3003.nexus","854","1831","0.466411796832332","38","2.21558433329221e-05"
"735","uce-3007.nexus","715","1625","0.44","36","0.000261214375890998"
"736","uce-3008.nexus","301","1397","0.21546170365068","58","0.000242443352245579"
"737","uce-3010.nexus","629","1721","0.36548518303312","34","2.38657170159817e-05"
"738","uce-3014.nexus","916","1921","0.476834981780323","30","0.000108490375140283"
"739","uce-3016.nexus","413","956","0.432008368200837","50","0.000173967319570745"
"740","uce-3020.nexus","702","1752","0.400684931506849","28","5.84300247770142e-05"
"741","uce-3024.nexus","580","1642","0.353227771010962","36","2.14525691629617e-05"
"742","uce-3028.nexus","853","2020","0.422277227722772","22","2.30477144121466e-05"
"743","uce-3031.nexus","648","1794","0.361204013377926","34","0.000137455715686959"
"744","uce-3032.nexus","697","1842","0.378393051031488","38","2.71729822503413e-05"
"745","uce-3033.nexus","867","1856","0.467133620689655","44","4.28227527619088e-05"
"746","uce-3042.nexus","642","1894","0.3389651531151","32","4.97011090225188e-05"
"747","uce-305.nexus","510","1836","0.277777777777778","44","3.74710943787625e-05"
"748","uce-3050.nexus","831","1890","0.43968253968254","36","7.26378192153197e-05"
"749","uce-3051.nexus","866","1963","0.441161487519103","44","2.1246539761318e-05"
"750","uce-3054.nexus","882","1840","0.479347826086957","36","4.17743201922708e-05"
"751","uce-3055.nexus","817","1928","0.423755186721992","28","0.000156178549283448"
"752","uce-3061.nexus","960","1852","0.518358531317495","36","7.0365103498651e-05"
"753","uce-3062.nexus","527","1931","0.272915587778353","38","2.81949418825513e-05"
"754","uce-3065.nexus","748","1557","0.480411046885035","32","9.01443294285238e-05"
"755","uce-3068.nexus","751","1532","0.490208877284595","40","5.58391137155729e-05"
"756","uce-3071.nexus","725","1583","0.457991156032849","38","0.000104684876853681"
"757","uce-3072.nexus","758","1800","0.421111111111111","38","7.14427755576166e-05"
"758","uce-3073.nexus","583","1227","0.475142624286879","26","0.000680727323620696"
"759","uce-3083.nexus","851","1851","0.459751485683414","42","3.95171882422373e-05"
"760","uce-3084.nexus","466","1448","0.321823204419889","48","0.000143840137292437"
"761","uce-3095.nexus","271","1464","0.185109289617486","56","4.64031895735486e-05"
"762","uce-3097.nexus","546","2070","0.263768115942029","36","1.53691303777459e-05"
"763","uce-3099.nexus","932","1529","0.609548724656638","42","0.000192242786169345"
"764","uce-3104.nexus","783","1896","0.412974683544304","34","8.8955298160194e-05"
"765","uce-3106.nexus","559","1593","0.350910232266164","50","0.00031642471532546"
"766","uce-3113.nexus","490","1331","0.368144252441773","42","6.53225170727584e-05"
"767","uce-3114.nexus","787","1803","0.436494731003882","32","0.000146567917795256"
"768","uce-3115.nexus","618","1285","0.480933852140078","32","0.000107225898355113"
"769","uce-3117.nexus","944","1733","0.544720138488171","36","2.46777673487201e-05"
"770","uce-3121.nexus","938","1847","0.507850568489442","36","3.37984357017014e-05"
"771","uce-3122.nexus","640","1695","0.377581120943953","38","3.23569351063132e-05"
"772","uce-3130.nexus","474","1162","0.407917383820998","34","1.68926810564104e-05"
"773","uce-3134.nexus","543","1140","0.476315789473684","76","0.000295477320934183"
"774","uce-3135.nexus","756","1866","0.405144694533762","34","3.77407168273883e-05"
"775","uce-3138.nexus","547","1021","0.535749265426053","38","9.94329038310186e-05"
"776","uce-3139.nexus","752","1950","0.385641025641026","42","2.14511654710954e-05"
"777","uce-3141.nexus","738","1835","0.402179836512262","34","8.36325516134286e-05"
"778","uce-3144.nexus","760","1627","0.467117393976644","40","8.37001425540339e-05"
"779","uce-315.nexus","719","1994","0.360581745235707","40","2.10182413466064e-05"
"780","uce-3150.nexus","624","1872","0.333333333333333","36","7.06098158642103e-05"
"781","uce-3153.nexus","354","746","0.474530831099196","50","0.000225241522780013"
"782","uce-3157.nexus","729","1435","0.50801393728223","44","4.94267800096787e-05"
"783","uce-3158.nexus","275","1426","0.192847124824684","54","2.33302477911276e-05"
"784","uce-3159.nexus","557","1409","0.395315826827537","44","0.000146835563614461"
"785","uce-3161.nexus","543","1687","0.321873147599289","38","3.62498415025973e-05"
"786","uce-3163.nexus","836","1667","0.501499700059988","34","8.96983445872547e-05"
"787","uce-3166.nexus","613","1598","0.38360450563204","38","5.00484969957184e-05"
"788","uce-3167.nexus","691","1787","0.386681589255736","40","3.1103421121533e-05"
"789","uce-317.nexus","546","1404","0.388888888888889","52","0.000205813422211647"
"790","uce-3178.nexus","617","1740","0.354597701149425","28","5.05665462381196e-05"
"791","uce-3179.nexus","794","2010","0.395024875621891","42","1.27861679537391e-05"
"792","uce-318.nexus","569","2006","0.283649052841476","34","4.08277422055708e-05"
"793","uce-3180.nexus","693","1473","0.470468431771894","38","7.78169484322576e-05"
"794","uce-3184.nexus","848","1625","0.521846153846154","38","5.72058577729626e-05"
"795","uce-319.nexus","702","1875","0.3744","56","4.8199183598349e-05"
"796","uce-3191.nexus","751","1791","0.419318816303741","40","2.2568925872038e-05"
"797","uce-3198.nexus","680","1742","0.390355912743972","30","3.05892053901041e-05"
"798","uce-3199.nexus","910","1978","0.460060667340748","28","0.000106629476273123"
"799","uce-3202.nexus","523","1507","0.347047113470471","36","5.07621341089115e-05"
"800","uce-3211.nexus","587","1924","0.305093555093555","42","7.5272485444438e-05"
"801","uce-3212.nexus","757","1466","0.516371077762619","40","2.70106163795753e-05"
"802","uce-3215.nexus","464","1909","0.243059193294919","32","0.000112412305599369"
"803","uce-3217.nexus","848","1879","0.451303885045237","24","2.87597091851149e-05"
"804","uce-322.nexus","763","1672","0.45633971291866","48","0.000120182116937505"
"805","uce-3224.nexus","598","1882","0.317747077577046","36","5.04318536025199e-05"
"806","uce-3225.nexus","748","1609","0.464885021752641","28","2.25140780752006e-05"
"807","uce-3227.nexus","768","1579","0.486383787207093","34","3.69079364277314e-05"
"808","uce-323.nexus","858","1594","0.538268506900878","44","8.61015843260253e-05"
"809","uce-3233.nexus","559","1845","0.302981029810298","48","5.81037196074988e-05"
"810","uce-3235.nexus","530","1341","0.395227442207308","42","3.92964826406878e-05"
"811","uce-3239.nexus","735","1726","0.425840092699884","34","0.000307593617789212"
"812","uce-3241.nexus","761","2006","0.379361914257228","24","5.59363734494417e-05"
"813","uce-3242.nexus","920","1671","0.550568521843208","36","0.000228672617565859"
"814","uce-3243.nexus","652","1658","0.393244873341375","32","0.000195389020771616"
"815","uce-3244.nexus","726","1584","0.458333333333333","26","0.000161222470124933"
"816","uce-3247.nexus","680","1400","0.485714285714286","34","0.000795996113561999"
"817","uce-3248.nexus","696","1981","0.351337708228168","42","2.86341894695333e-05"
"818","uce-3249.nexus","1048","1804","0.580931263858093","30","8.08796106821179e-05"
"819","uce-3252.nexus","575","1888","0.304555084745763","34","9.55739453026686e-05"
"820","uce-3258.nexus","619","1208","0.512417218543046","36","8.6706704495698e-05"
"821","uce-3259.nexus","849","1906","0.445435466946485","22","8.77864198785455e-05"
"822","uce-326.nexus","548","1582","0.346396965865992","38","8.81785645902823e-05"
"823","uce-3260.nexus","287","1422","0.20182841068917","44","0.000154814419854075"
"824","uce-3263.nexus","587","1998","0.293793793793794","34","0.000112033403112627"
"825","uce-3264.nexus","574","1436","0.399721448467967","58","8.76977729593574e-05"
"826","uce-3265.nexus","792","1827","0.433497536945813","48","0.000162643117977429"
"827","uce-327.nexus","484","1512","0.32010582010582","52","6.76169866018478e-05"
"828","uce-3273.nexus","696","1340","0.519402985074627","38","4.98744855623782e-05"
"829","uce-3276.nexus","884","1705","0.518475073313783","36","6.00477640647736e-05"
"830","uce-3280.nexus","737","1824","0.40405701754386","34","1.70898581312996e-05"
"831","uce-3281.nexus","918","1821","0.504118616144975","50","0.000113473538825664"
"832","uce-3284.nexus","379","1075","0.352558139534884","40","9.09009082616579e-05"
"833","uce-3287.nexus","525","1947","0.269645608628659","52","0.00034426350189124"
"834","uce-3291.nexus","443","1408","0.314630681818182","36","0.000141529722781126"
"835","uce-3294.nexus","526","1822","0.288693743139407","42","2.73475021090524e-05"
"836","uce-33.nexus","647","1802","0.359045504994451","42","4.74424264897935e-05"
"837","uce-330.nexus","712","2214","0.321589882565492","32","1.24255096738359e-05"
"838","uce-3300.nexus","728","1813","0.401544401544402","32","9.97311010860057e-05"
"839","uce-3303.nexus","622","1414","0.43988684582744","32","5.31357694020128e-05"
"840","uce-3304.nexus","738","1962","0.376146788990826","42","3.49674970068911e-05"
"841","uce-3306.nexus","881","1891","0.465891062929667","30","5.75818375990708e-05"
"842","uce-3309.nexus","689","1671","0.412327947336924","32","6.95085464212887e-05"
"843","uce-3312.nexus","819","1826","0.448521358159912","36","2.97653065610701e-05"
"844","uce-3314.nexus","898","1664","0.539663461538462","26","4.80011920556382e-05"
"845","uce-3318.nexus","403","1890","0.213227513227513","38","3.5769277310661e-05"
"846","uce-3320.nexus","748","1914","0.390804597701149","32","0.000111346942115054"
"847","uce-3323.nexus","364","1425","0.255438596491228","58","4.53355991304749e-05"
"848","uce-3324.nexus","804","2014","0.399205561072493","42","4.92409381510508e-05"
"849","uce-3328.nexus","1015","1968","0.515752032520325","22","4.04252685807789e-05"
"850","uce-3329.nexus","594","1934","0.307135470527404","46","4.71221921245373e-05"
"851","uce-333.nexus","829","1907","0.434714210802307","42","2.91958919630954e-05"
"852","uce-3331.nexus","607","1572","0.386132315521629","32","1.88913186969797e-05"
"853","uce-3336.nexus","534","1080","0.494444444444444","42","0.000188293923490145"
"854","uce-3338.nexus","581","1868","0.311027837259101","40","4.89819243952253e-05"
"855","uce-3340.nexus","503","1602","0.31398252184769","50","0.000552879156774966"
"856","uce-3346.nexus","681","1527","0.445972495088409","42","0.000174310401897029"
"857","uce-335.nexus","628","2037","0.308296514482082","44","8.782150345412e-05"
"858","uce-3354.nexus","544","1215","0.447736625514403","62","0.00034417334149811"
"859","uce-3355.nexus","772","1802","0.428412874583796","32","0.00024364434744661"
"860","uce-336.nexus","532","1767","0.301075268817204","42","2.08258625334085e-05"
"861","uce-3361.nexus","594","1738","0.341772151898734","30","0.000115735395491795"
"862","uce-3369.nexus","384","911","0.421514818880351","74","5.25337182508016e-05"
"863","uce-3371.nexus","451","1141","0.395267309377739","44","0.000140515069981629"
"864","uce-3373.nexus","848","1806","0.469545957918051","40","0.000117373000715433"
"865","uce-3378.nexus","800","1589","0.503461296412838","34","0.000183331232531705"
"866","uce-338.nexus","389","2195","0.177220956719818","56","7.09275315125743e-06"
"867","uce-3383.nexus","755","1774","0.425591882750846","52","2.34476965304673e-05"
"868","uce-3384.nexus","665","1631","0.407725321888412","28","9.99624736873764e-05"
"869","uce-3393.nexus","736","1491","0.493628437290409","42","0.000193318365761508"
"870","uce-34.nexus","664","1777","0.373663477771525","40","4.21514373612198e-05"
"871","uce-3400.nexus","487","1940","0.251030927835052","32","0.000137337906153636"
"872","uce-3402.nexus","727","2068","0.351547388781431","32","2.1858203750701e-05"
"873","uce-3406.nexus","889","1866","0.476420150053591","38","1.86003886348758e-05"
"874","uce-3407.nexus","720","1392","0.517241379310345","40","5.00714628286977e-05"
"875","uce-3410.nexus","973","1994","0.487963891675025","42","9.14961594093869e-05"
"876","uce-3412.nexus","920","1983","0.463943519919314","30","2.15289197144984e-05"
"877","uce-3416.nexus","738","1927","0.382978723404255","40","0.000319374384079925"
"878","uce-342.nexus","817","2028","0.402859960552268","32","2.90068239969931e-05"
"879","uce-3421.nexus","785","1457","0.538778311599176","42","0.000122430946515279"
"880","uce-3425.nexus","773","1818","0.425192519251925","38","6.18931894295874e-05"
"881","uce-3426.nexus","638","1958","0.325842696629214","46","0.000129997035813211"
"882","uce-3430.nexus","817","1828","0.446936542669584","48","7.05312764873343e-05"
"883","uce-3434.nexus","537","1624","0.330665024630542","32","5.5464418821557e-05"
"884","uce-3436.nexus","578","1552","0.372422680412371","40","5.81409385505086e-05"
"885","uce-3439.nexus","806","1430","0.563636363636364","38","0.000216487446252632"
"886","uce-344.nexus","617","1869","0.330123060460139","36","7.62775000615107e-05"
"887","uce-3440.nexus","722","1626","0.444034440344403","32","0.000369354635962262"
"888","uce-3441.nexus","874","1938","0.450980392156863","22","0.000119138399296403"
"889","uce-3442.nexus","801","2001","0.400299850074962","34","0.000110666714360312"
"890","uce-3443.nexus","555","1453","0.381968341362698","50","7.71632896354579e-05"
"891","uce-3444.nexus","696","1875","0.3712","38","3.17254712397815e-05"
"892","uce-3445.nexus","665","1894","0.351108764519535","32","1.47682356254626e-05"
"893","uce-3448.nexus","660","1966","0.335707019328586","46","9.12925783933315e-06"
"894","uce-345.nexus","709","1592","0.44535175879397","32","4.80517580201066e-05"
"895","uce-3451.nexus","504","1763","0.285876347135564","34","2.9913434580597e-05"
"896","uce-3452.nexus","574","1233","0.465531224655312","44","3.51965663938591e-05"
"897","uce-3454.nexus","841","2052","0.409844054580897","44","2.76684585345778e-05"
"898","uce-3462.nexus","525","1765","0.297450424929178","34","1.87780042074865e-05"
"899","uce-3465.nexus","676","1738","0.388952819332566","58","8.40443412621543e-05"
"900","uce-347.nexus","623","2014","0.309334657398213","34","0.000151765985251877"
"901","uce-3472.nexus","771","1524","0.505905511811024","36","0.000230589999045096"
"902","uce-3486.nexus","655","1826","0.358707557502738","42","0.000130579355861328"
"903","uce-3488.nexus","666","1610","0.413664596273292","56","0.000282019267741403"
"904","uce-3489.nexus","791","1859","0.425497579343733","42","0.000167541222756968"
"905","uce-3490.nexus","997","1894","0.526399155227033","30","3.18207743567806e-05"
"906","uce-3492.nexus","902","1794","0.502787068004459","56","7.26629891702659e-05"
"907","uce-3497.nexus","340","2117","0.160604629192253","36","1.38307844305261e-05"
"908","uce-3499.nexus","875","1859","0.470683162990855","46","0.000117357655780315"
"909","uce-350.nexus","579","1947","0.297380585516179","40","2.60798652973747e-05"
"910","uce-3500.nexus","815","1935","0.421188630490956","34","9.33227913810362e-05"
"911","uce-3501.nexus","795","2030","0.391625615763547","42","3.10519220064832e-05"
"912","uce-3503.nexus","770","1873","0.411105178857448","36","3.78955981228156e-05"
"913","uce-3505.nexus","557","1917","0.2905581637976","38","2.25832345004315e-05"
"914","uce-351.nexus","447","1877","0.238145977623868","32","1.73370326565393e-05"
"915","uce-3512.nexus","888","1827","0.486042692939245","36","0.000140077085953499"
"916","uce-3514.nexus","634","1422","0.445850914205345","30","3.95700442029004e-05"
"917","uce-3515.nexus","425","1115","0.381165919282511","52","0.00042462305534654"
"918","uce-3516.nexus","1033","1836","0.562636165577342","34","3.48338447475549e-05"
"919","uce-3528.nexus","724","1771","0.408808582721626","38","3.01645549136572e-05"
"920","uce-3529.nexus","1017","1955","0.520204603580563","34","6.66485085661392e-05"
"921","uce-353.nexus","576","1492","0.386058981233244","42","0.000392261339165658"
"922","uce-3532.nexus","805","1792","0.44921875","34","2.51320172262377e-05"
"923","uce-3535.nexus","823","1951","0.421834956432599","36","0.000182938159211588"
"924","uce-3541.nexus","637","1594","0.399623588456713","46","0.000258779076859746"
"925","uce-3542.nexus","1062","1961","0.541560428352881","30","3.93270600738907e-05"
"926","uce-3547.nexus","621","1740","0.356896551724138","34","0.000275630292598912"
"927","uce-3548.nexus","868","1966","0.441505595116989","24","3.18365149189837e-05"
"928","uce-3551.nexus","471","1494","0.315261044176707","52","0.000609884066373793"
"929","uce-3555.nexus","570","1484","0.384097035040431","42","3.63993591308775e-05"
"930","uce-3564.nexus","940","1871","0.502405130946018","36","8.18637122932172e-05"
"931","uce-3567.nexus","788","1749","0.4505431675243","44","9.1266122226773e-05"
"932","uce-357.nexus","567","1488","0.381048387096774","34","2.59022328952725e-05"
"933","uce-3573.nexus","828","1881","0.440191387559809","36","5.21386081456791e-05"
"934","uce-358.nexus","672","1780","0.37752808988764","44","4.21871139353763e-05"
"935","uce-3583.nexus","628","1818","0.345434543454345","48","0.000122763063199845"
"936","uce-3584.nexus","800","1855","0.431266846361186","28","4.43445183986887e-05"
"937","uce-3586.nexus","647","1425","0.454035087719298","38","0.000215323552177957"
"938","uce-3587.nexus","732","1674","0.437275985663082","28","4.91848102299185e-05"
"939","uce-3588.nexus","826","1532","0.539164490861619","28","4.52621393005601e-05"
"940","uce-3591.nexus","713","1680","0.424404761904762","44","2.82806374975183e-05"
"941","uce-3596.nexus","729","1922","0.379292403746098","36","7.68049625373458e-05"
"942","uce-3597.nexus","740","1931","0.383221128948731","34","4.91485963536327e-05"
"943","uce-360.nexus","606","2032","0.298228346456693","42","1.81536082551324e-05"
"944","uce-3602.nexus","729","1818","0.400990099009901","30","1.75638563532255e-05"
"945","uce-3603.nexus","689","1535","0.44885993485342","54","5.48236525748596e-05"
"946","uce-3606.nexus","672","1656","0.405797101449275","44","7.22311587374386e-05"
"947","uce-3607.nexus","728","1626","0.447724477244772","40","0.000331937912412293"
"948","uce-3609.nexus","808","1939","0.416709644146467","40","3.51213151659457e-05"
"949","uce-3610.nexus","765","1551","0.493230174081238","48","0.000426742628214833"
"950","uce-3614.nexus","502","1933","0.259699948266943","30","5.37489865422645e-05"
"951","uce-362.nexus","504","2042","0.246816846229187","50","6.39921833127056e-05"
"952","uce-3622.nexus","643","1445","0.444982698961938","36","0.000101512182182619"
"953","uce-3623.nexus","657","1169","0.562018819503849","38","0.00069389657758808"
"954","uce-3628.nexus","902","1634","0.552019583843329","36","2.81192132286062e-05"
"955","uce-3629.nexus","752","1868","0.402569593147752","32","0.000242136810947926"
"956","uce-3631.nexus","826","1802","0.458379578246393","40","3.47491024554027e-05"
"957","uce-3637.nexus","993","1976","0.50253036437247","32","0.000131641635692331"
"958","uce-3638.nexus","757","1584","0.47790404040404","36","5.35407296026755e-05"
"959","uce-3640.nexus","721","1889","0.381683430386448","42","1.381789192466e-05"
"960","uce-3648.nexus","790","1891","0.41776837652036","34","0.000105184768418873"
"961","uce-3650.nexus","326","982","0.331975560081466","86","0.000615483565694508"
"962","uce-3651.nexus","558","1313","0.424980959634425","60","0.000207508173395152"
"963","uce-3656.nexus","731","1624","0.45012315270936","32","7.09782112378793e-05"
"964","uce-3657.nexus","969","1777","0.545301069217783","38","3.73505604745396e-05"
"965","uce-3659.nexus","922","1818","0.507150715071507","42","5.42356475375285e-05"
"966","uce-3668.nexus","518","1961","0.264150943396226","42","1.24801388534901e-05"
"967","uce-367.nexus","732","1613","0.453812771233726","36","4.23112871704631e-05"
"968","uce-3670.nexus","740","1613","0.458772473651581","40","0.000314409775599138"
"969","uce-3671.nexus","544","1990","0.273366834170854","52","0.000137360480556459"
"970","uce-3675.nexus","828","1905","0.434645669291339","50","8.23731157297195e-05"
"971","uce-3678.nexus","714","1587","0.449905482041588","24","7.39293969259086e-05"
"972","uce-368.nexus","486","2084","0.23320537428023","48","1.80478603484394e-05"
"973","uce-3680.nexus","716","1794","0.399108138238573","38","0.000152094299171207"
"974","uce-3681.nexus","789","1618","0.487639060568603","38","4.24131706366891e-05"
"975","uce-3683.nexus","841","1977","0.42539200809307","50","5.40081785930421e-05"
"976","uce-3686.nexus","968","1980","0.488888888888889","42","3.38860829838689e-05"
"977","uce-3687.nexus","805","1954","0.411975435005118","30","3.42875164631129e-05"
"978","uce-3689.nexus","515","2028","0.253944773175542","40","4.59006775344952e-05"
"979","uce-3694.nexus","846","2027","0.417365564874198","30","8.44354146628784e-05"
"980","uce-3695.nexus","945","1741","0.542791499138426","44","3.13932156364428e-05"
"981","uce-3696.nexus","793","1977","0.401112797167425","18","3.37496514933397e-05"
"982","uce-3697.nexus","676","1539","0.439246263807667","44","5.61536001258609e-05"
"983","uce-3698.nexus","479","1434","0.334030683403068","30","1.95537211177852e-05"
"984","uce-370.nexus","423","1832","0.23089519650655","46","2.46962888079005e-05"
"985","uce-3702.nexus","477","1302","0.366359447004608","44","0.000256676765466988"
"986","uce-3703.nexus","852","1801","0.473070516379789","20","2.75826255021551e-05"
"987","uce-3707.nexus","483","1819","0.265530511269929","52","9.80006627626939e-05"
"988","uce-3714.nexus","649","1629","0.398403928790669","54","0.000281905278033934"
"989","uce-3715.nexus","714","1613","0.442653440793552","48","6.62585595392442e-05"
"990","uce-3716.nexus","899","1882","0.477683315621679","50","7.65416395858861e-05"
"991","uce-3718.nexus","732","1495","0.489632107023411","36","3.40190063342463e-05"
"992","uce-372.nexus","418","1511","0.276637988087359","62","1.14647969706139e-05"
"993","uce-3720.nexus","822","1785","0.460504201680672","42","3.76565931144741e-05"
"994","uce-3722.nexus","722","2059","0.35065565808645","36","4.92998546623198e-05"
"995","uce-3723.nexus","868","1994","0.43530591775326","46","2.61124948448243e-05"
"996","uce-3724.nexus","374","1248","0.299679487179487","50","0.000119142307593789"
"997","uce-373.nexus","714","1936","0.368801652892562","44","7.15222128985535e-05"
"998","uce-3731.nexus","615","1959","0.313935681470138","34","4.18569697681999e-05"
"999","uce-3733.nexus","674","1467","0.459441036128153","42","0.000133380660326161"
"1000","uce-3736.nexus","496","1235","0.401619433198381","28","0.000143623010512777"
"1001","uce-374.nexus","601","1803","0.333333333333333","40","2.26835213853063e-05"
"1002","uce-3743.nexus","823","1795","0.45849582172702","26","0.000111342577724204"
"1003","uce-3745.nexus","795","1601","0.496564647095565","38","7.02318392090251e-05"
"1004","uce-3746.nexus","547","1365","0.400732600732601","46","0.000622935445694488"
"1005","uce-3758.nexus","624","1520","0.410526315789474","40","7.46452225364872e-05"
"1006","uce-3759.nexus","613","1568","0.39094387755102","38","1.88623984209646e-05"
"1007","uce-3761.nexus","804","2039","0.394310936733693","40","7.65882967807285e-05"
"1008","uce-3764.nexus","913","1791","0.509771077610274","36","3.2497066236725e-05"
"1009","uce-3774.nexus","676","1757","0.384746727376209","32","6.98896487851251e-05"
"1010","uce-3777.nexus","922","1967","0.468734112862227","34","5.83035543153694e-05"
"1011","uce-3783.nexus","474","1497","0.316633266533066","46","4.11435880412149e-05"
"1012","uce-3784.nexus","782","1693","0.461901949202599","28","2.9298574958227e-05"
"1013","uce-3785.nexus","705","1852","0.380669546436285","34","5.13960370696629e-05"
"1014","uce-3786.nexus","957","1862","0.513963480128894","36","0.000239425977748236"
"1015","uce-3788.nexus","680","1590","0.427672955974843","40","5.32518787014535e-05"
"1016","uce-3792.nexus","661","1786","0.37010078387458","16","3.05574764967084e-05"
"1017","uce-3795.nexus","376","1996","0.188376753507014","70","8.96993780723828e-05"
"1018","uce-3798.nexus","763","1792","0.42578125","36","5.58196577637095e-05"
"1019","uce-3799.nexus","982","1817","0.540451293340671","36","4.43088125207508e-05"
"1020","uce-380.nexus","885","1938","0.456656346749226","46","2.09567831519665e-05"
"1021","uce-3804.nexus","681","1896","0.359177215189873","40","0.000120345745607346"
"1022","uce-3806.nexus","680","1420","0.47887323943662","38","0.000431674043244221"
"1023","uce-3808.nexus","887","1971","0.450025367833587","24","7.95198653285573e-05"
"1024","uce-381.nexus","375","1230","0.304878048780488","42","0.000354300078277278"
"1025","uce-3811.nexus","689","1738","0.396432681242808","36","7.75733463121228e-05"
"1026","uce-3812.nexus","578","1071","0.53968253968254","44","0.000162000173823715"
"1027","uce-3813.nexus","738","1757","0.420034149117814","44","4.86324148484152e-05"
"1028","uce-3815.nexus","862","1774","0.485907553551297","48","7.99848653246591e-05"
"1029","uce-3817.nexus","769","1908","0.403039832285115","30","2.81542871751047e-05"
"1030","uce-3823.nexus","833","1808","0.460730088495575","30","2.60055025928049e-05"
"1031","uce-3830.nexus","676","1927","0.350804359107421","44","3.298071296348e-05"
"1032","uce-3836.nexus","840","2003","0.419370943584623","38","1.89449109937291e-05"
"1033","uce-3842.nexus","464","1563","0.296865003198976","58","2.12960238480405e-05"
"1034","uce-3845.nexus","676","1859","0.363636363636364","24","2.91514931890297e-05"
"1035","uce-385.nexus","579","1912","0.302824267782427","54","7.04800335739596e-05"
"1036","uce-3850.nexus","744","1937","0.384099122354156","32","2.8595899690986e-05"
"1037","uce-3856.nexus","702","1890","0.371428571428571","48","4.14843775538923e-05"
"1038","uce-3857.nexus","539","1504","0.358377659574468","44","0.000139143580803714"
"1039","uce-3859.nexus","462","1185","0.389873417721519","48","0.000368626065666322"
"1040","uce-3861.nexus","931","1966","0.473550356052899","20","5.17464023244835e-05"
"1041","uce-3862.nexus","638","2051","0.311067771818625","38","7.81534552278901e-05"
"1042","uce-3869.nexus","741","1808","0.409845132743363","42","2.76724997467631e-05"
"1043","uce-3870.nexus","702","1597","0.439574201628053","34","3.27002053432692e-05"
"1044","uce-3871.nexus","838","1640","0.510975609756098","42","7.59863075317756e-05"
"1045","uce-3873.nexus","978","1970","0.496446700507614","36","4.22648713875683e-05"
"1046","uce-3879.nexus","761","1975","0.385316455696203","32","0.000113415152440576"
"1047","uce-388.nexus","650","1807","0.359712230215827","32","1.48497380264997e-05"
"1048","uce-3882.nexus","683","1537","0.444372153545869","28","0.000274170640269375"
"1049","uce-3884.nexus","588","1262","0.465927099841521","38","0.000176392677058037"
"1050","uce-3887.nexus","699","1981","0.352852094901565","36","4.28833690806046e-05"
"1051","uce-389.nexus","481","2081","0.231138875540605","40","1.05736733191087e-05"
"1052","uce-3890.nexus","616","1628","0.378378378378378","32","1.35092420055623e-05"
"1053","uce-3894.nexus","812","1677","0.484197972570066","44","0.000189577400903264"
"1054","uce-3895.nexus","945","1851","0.510534846029173","36","3.36445679489641e-05"
