scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,type,micro.macro
1,124500001,124600000,124551632,6515,2480,48,33,0.1852,0.0295,0.0202,autosome,macro
1,124600001,124700000,124647178,6117,2300,34.125,21.875,0.2188,0.0225,0.0157,autosome,macro
1,124700001,124800000,124745720,6734,2663,67.75,37.75,0.2844,0.0512,0.0343,autosome,macro
1,124800001,124900000,124848482,6866,2644,50.875,38.875,0.1337,0.0235,0.0152,autosome,macro
1,124900001,125000000,124950516,6898,2411,46.25,37.5,0.1045,0.0157,0.0108,autosome,macro
1,125000001,125100000,125050839,6385,2258,55.875,46.875,0.0876,0.0165,0.0115,autosome,macro
1,125100001,125200000,125150021,6654,2441,54.625,55.125,-0.0046,-0.0009,-0.0006,autosome,macro
1,125200001,125300000,125249651,6553,2251,56.75,45.75,0.1073,0.0216,0.0145,autosome,macro
1,125300001,125400000,125348924,6837,2378,72.625,45.375,0.2309,0.0497,0.0342,autosome,macro
1,125400001,125500000,125448695,7978,2707,91.625,80.875,0.0623,0.019,0.0123,autosome,macro
1,125500001,125600000,125551379,6717,2237,48.125,41.125,0.0784,0.0156,0.0099,autosome,macro
1,125600001,125700000,125648129,7108,2543,62.125,49.875,0.1094,0.0214,0.0144,autosome,macro
1,125700001,125800000,125750238,6095,2166,25.375,24.375,0.0201,0.0021,0.0014,autosome,macro
1,125800001,125900000,125851944,7071,2156,49,23,0.3611,0.0604,0.041,autosome,macro
1,125900001,126000000,125947132,6976,2665,47.625,23.875,0.3322,0.0418,0.0292,autosome,macro
1,126000001,126100000,126048368,5574,2262,27.5,7.75,0.5603,0.0357,0.0268,autosome,macro
1,126100001,126200000,126148515,5735,2366,31.625,12.625,0.4294,0.0397,0.0256,autosome,macro
1,126200001,126300000,126252397,5983,2497,48.375,10.625,0.6398,0.0753,0.049,autosome,macro
1,126300001,126400000,126352507,5290,2161,40.125,14.875,0.4591,0.0594,0.0375,autosome,macro
1,126400001,126500000,126452731,6698,2440,80.875,58.125,0.1637,0.0406,0.0257,autosome,macro
1,126500001,126600000,126548771,7302,2636,79.375,60.875,0.1319,0.0314,0.021,autosome,macro
1,126600001,126700000,126650204,6828,2489,102.875,44.375,0.3973,0.093,0.064,autosome,macro
1,126700001,126800000,126747792,5087,1757,37.75,38.75,-0.0131,-0.0025,-0.0017,autosome,macro
1,126800001,126900000,126850303,5683,2062,43.25,21,0.3463,0.0513,0.0348,autosome,macro
1,126900001,127000000,126950214,5759,2067,26,27,-0.0189,-0.0024,-0.0016,autosome,macro
1,127000001,127100000,127051248,5822,2160,37.875,22.125,0.2625,0.0325,0.023,autosome,macro
1,127100001,127200000,127150353,5776,2126,36.5,21,0.2696,0.0338,0.0226,autosome,macro
1,127200001,127300000,127252197,5705,2064,37.875,34.375,0.0484,0.0069,0.0046,autosome,macro
1,127300001,127400000,127350150,5816,2137,35.75,31.75,0.0593,0.008,0.0054,autosome,macro
1,127400001,127500000,127449539,5338,1979,40,23.5,0.2598,0.0352,0.0238,autosome,macro
1,127500001,127600000,127549369,5695,2074,34,37,-0.0423,-0.0059,-0.004,autosome,macro
1,127600001,127700000,127650100,5618,1760,32.75,21.75,0.2018,0.0236,0.0166,autosome,macro
1,127700001,127800000,127753077,6377,2243,27.25,24,0.0634,0.0067,0.0046,autosome,macro
1,127800001,127900000,127847598,6700,2448,30.875,35.375,-0.0679,-0.0081,-0.0056,autosome,macro
1,127900001,128000000,127951402,5747,2063,26.5,31.5,-0.0862,-0.0099,-0.0072,autosome,macro
1,128000001,128100000,128051379,6387,2260,39,30,0.1304,0.0151,0.0107,autosome,macro
1,128100001,128200000,128152242,5508,2036,24.75,13.75,0.2857,0.022,0.0157,autosome,macro
1,128200001,128300000,128241829,5004,1637,46,26.25,0.2734,0.0499,0.0338,autosome,macro
1,128300001,128400000,128351123,4993,1674,51.625,39.375,0.1346,0.0336,0.0224,autosome,macro
1,128400001,128500000,128450273,6199,2266,63.5,32,0.3298,0.0587,0.0403,autosome,macro
1,128500001,128600000,128550390,6289,2250,49.5,27,0.2941,0.0427,0.0277,autosome,macro
1,128600001,128700000,128650952,6665,2575,39.25,40.75,-0.0188,-0.0026,-0.0017,autosome,macro
1,128700001,128800000,128750669,6297,2394,38.875,32.375,0.0912,0.0125,0.0088,autosome,macro
1,128800001,128900000,128850912,6158,2167,33.375,45.625,-0.1551,-0.026,-0.0165,autosome,macro
1,128900001,129000000,128951382,6179,2317,68,37.75,0.2861,0.0525,0.0338,autosome,macro
1,129000001,129100000,129046477,6060,2018,32.75,22.25,0.1909,0.0231,0.0142,autosome,macro
1,129100001,129200000,129151859,5906,2199,61.75,22,0.4746,0.0784,0.0508,autosome,macro
1,129200001,129300000,129249399,6252,2321,54,31,0.2706,0.0454,0.0299,autosome,macro
1,129300001,129400000,129352316,6319,2322,31.75,25.75,0.1043,0.0116,0.0075,autosome,macro
1,129400001,129500000,129452366,7856,2384,35,20.5,0.2613,0.0297,0.0208,autosome,macro
1,129500001,129600000,129550780,6587,1947,33,49,-0.1951,-0.0388,-0.0257,autosome,macro
1,129600001,129700000,129649352,6092,2191,33.25,19.25,0.2667,0.0285,0.02,autosome,macro
1,129700001,129800000,129750009,6042,2185,33,5.5,0.7143,0.0487,0.0345,autosome,macro
1,129800001,129900000,129848039,6221,2445,49.875,39.625,0.1145,0.0172,0.0121,autosome,macro
1,129900001,130000000,129953577,6573,2536,72.75,43.75,0.2489,0.0542,0.0369,autosome,macro
1,130000001,130100000,130048043,5935,2240,41.25,17.75,0.3983,0.0426,0.0288,autosome,macro
1,130100001,130200000,130147492,5350,2029,47.25,53.75,-0.0644,-0.0124,-0.0087,autosome,macro
1,130200001,130300000,130249579,5918,2139,47.625,37.875,0.114,0.0184,0.0125,autosome,macro
1,130300001,130400000,130348983,6639,2447,69.875,52.625,0.1408,0.0299,0.021,autosome,macro
1,130400001,130500000,130450891,6731,2484,50.375,47.375,0.0307,0.0051,0.0035,autosome,macro
1,130500001,130600000,130549579,5282,2099,29,20.75,0.1658,0.0166,0.0108,autosome,macro
1,130600001,130700000,130655276,4613,1744,19,8.25,0.3945,0.0261,0.0179,autosome,macro
1,130700001,130800000,130744389,5454,2119,63.75,48.75,0.1333,0.032,0.0217,autosome,macro
1,130800001,130900000,130850927,5077,1772,21.375,17.125,0.1104,0.0103,0.0072,autosome,macro
1,130900001,131000000,130951535,5873,2110,34.75,25.75,0.1488,0.0206,0.0138,autosome,macro
1,131000001,131100000,131050094,5140,1954,39.625,36.375,0.0428,0.0066,0.0045,autosome,macro
1,131100001,131200000,131147526,5336,2019,59.25,31,0.313,0.0587,0.039,autosome,macro
1,131200001,131300000,131253462,5654,2137,62.5,33.5,0.3021,0.0642,0.0435,autosome,macro
1,131300001,131400000,131349901,5784,2259,45.375,39.875,0.0645,0.0117,0.0081,autosome,macro
1,131400001,131500000,131444954,6067,2155,43.875,46.625,-0.0304,-0.0052,-0.0036,autosome,macro
1,131500001,131600000,131551414,6177,2297,32.125,35.375,-0.0481,-0.0064,-0.0045,autosome,macro
1,131600001,131700000,131647893,6282,2234,41,42.25,-0.015,-0.0024,-0.0017,autosome,macro
1,131700001,131800000,131751247,6308,2357,67.25,55.5,0.0957,0.023,0.0155,autosome,macro
1,131800001,131900000,131850498,6842,2451,57.25,42.75,0.145,0.0284,0.019,autosome,macro
1,131900001,132000000,131951265,6949,2443,70.125,43.125,0.2384,0.046,0.0301,autosome,macro
1,132000001,132100000,132051806,5937,2224,40,33.25,0.0922,0.0144,0.0097,autosome,macro
1,132100001,132200000,132146407,5726,1872,38.25,37.5,0.0099,0.0018,0.0012,autosome,macro
1,132200001,132300000,132249209,5805,2030,37.75,31.25,0.0942,0.0151,0.0101,autosome,macro
1,132300001,132400000,132348988,5380,1794,38,25,0.2063,0.0328,0.0216,autosome,macro
1,132400001,132500000,132450267,6042,2216,56.625,41.625,0.1527,0.0303,0.0204,autosome,macro
1,132500001,132600000,132550988,6939,2823,75,43.5,0.2658,0.0563,0.0382,autosome,macro
1,132600001,132700000,132648640,6439,2430,54,42.25,0.1221,0.0245,0.0164,autosome,macro
1,132700001,132800000,132748412,7064,2545,69.625,30.625,0.389,0.074,0.0502,autosome,macro
1,132800001,132900000,132851059,6411,2498,64.875,34.125,0.3106,0.0543,0.0364,autosome,macro
1,132900001,133000000,132950698,6625,2487,46.875,34.375,0.1538,0.0239,0.0156,autosome,macro
1,133000001,133100000,133050323,6065,2452,45.125,21.625,0.3521,0.0435,0.0296,autosome,macro
1,133100001,133200000,133150160,6831,2737,47.5,23,0.3475,0.0474,0.0321,autosome,macro
1,133200001,133300000,133249409,6457,2474,35.25,18.5,0.3116,0.031,0.0216,autosome,macro
1,133300001,133400000,133348722,6630,2466,35.375,36.125,-0.0105,-0.0013,-0.0009,autosome,macro
1,133400001,133500000,133450162,6174,2374,48.375,25.125,0.3163,0.0443,0.03,autosome,macro
1,133500001,133600000,133551075,6121,2232,38.75,36.5,0.0299,0.0045,0.003,autosome,macro
1,133600001,133700000,133645731,5062,1729,45.625,16.125,0.4777,0.0776,0.0521,autosome,macro
1,133700001,133800000,133752204,5469,1912,28.25,20.25,0.1649,0.0199,0.0135,autosome,macro
1,133800001,133900000,133850425,5972,2155,65.125,40.625,0.2317,0.0504,0.0334,autosome,macro
1,133900001,134000000,133949208,5792,2205,39,28.25,0.1599,0.0202,0.014,autosome,macro
1,134000001,134100000,134050050,4896,1864,30.25,10.5,0.4847,0.0395,0.0283,autosome,macro
1,134100001,134200000,134150263,5459,2063,15.25,8,0.3118,0.0162,0.0116,autosome,macro
1,134200001,134300000,134248383,6037,2193,30,15.5,0.3187,0.026,0.0178,autosome,macro
1,134300001,134400000,134354279,5326,1838,17.25,21.25,-0.1039,-0.0082,-0.0055,autosome,macro
1,134400001,134500000,134452669,5624,2119,24.25,11.75,0.3472,0.0235,0.0171,autosome,macro
1,134500001,134600000,134547353,6133,2244,25.625,16.125,0.2275,0.0159,0.0111,autosome,macro
1,134600001,134700000,134649036,5707,2152,15.5,11.5,0.1481,0.0091,0.0065,autosome,macro
1,134700001,134800000,134750207,5981,2371,34.5,21.75,0.2267,0.0255,0.0172,autosome,macro
1,134800001,134900000,134851308,6319,2529,45.25,18.75,0.4141,0.0464,0.0324,autosome,macro
1,134900001,135000000,134950310,5981,2308,19.5,18.5,0.0263,0.002,0.0013,autosome,macro
1,135000001,135100000,135050181,6868,2563,61.125,15.375,0.598,0.0843,0.0573,autosome,macro
1,135100001,135200000,135145177,5837,2067,46.875,24.375,0.3158,0.0529,0.0343,autosome,macro
1,135200001,135300000,135251336,6422,2334,44.125,27.875,0.2257,0.0318,0.0216,autosome,macro
1,135300001,135400000,135348522,5230,1873,43.875,25.875,0.2581,0.0409,0.0288,autosome,macro
1,135400001,135500000,135451309,6029,2270,38.875,42.375,-0.0431,-0.0073,-0.0049,autosome,macro
1,135500001,135600000,135552225,5983,2058,53.625,29.875,0.2844,0.0538,0.0355,autosome,macro
1,135600001,135700000,135649929,6823,2656,62.75,46.5,0.1487,0.0281,0.019,autosome,macro
1,135700001,135800000,135752961,6260,2307,41.875,32.375,0.1279,0.0199,0.0128,autosome,macro
1,135800001,135900000,135848625,7037,2673,82.25,43.25,0.3108,0.0746,0.0462,autosome,macro
1,135900001,136000000,135949510,6362,2441,69.125,41.875,0.2455,0.0541,0.036,autosome,macro
1,136000001,136100000,136048612,6862,2702,62,45,0.1589,0.0315,0.0207,autosome,macro
1,136100001,136200000,136148964,6770,2592,69.875,59.625,0.0792,0.0184,0.0118,autosome,macro
1,136200001,136300000,136249111,7004,2663,85.5,45.25,0.3078,0.0671,0.0461,autosome,macro
1,136300001,136400000,136347934,6294,2392,56.125,35.375,0.2268,0.0355,0.025,autosome,macro
1,136400001,136500000,136453466,6237,2323,27.25,25.5,0.0332,0.0034,0.0024,autosome,macro
1,136500001,136600000,136548296,6641,2596,35.75,23,0.217,0.023,0.0158,autosome,macro
1,136600001,136700000,136650145,5816,2335,32.625,19.625,0.2488,0.0203,0.0145,autosome,macro
1,136700001,136800000,136745858,5474,2061,36.75,23,0.2301,0.0261,0.0194,autosome,macro
1,136800001,136900000,136851500,6386,2562,30.625,28.125,0.0426,0.0046,0.0031,autosome,macro
1,136900001,137000000,136950823,6552,2452,35.625,31.125,0.0674,0.0079,0.0056,autosome,macro
1,137000001,137100000,137051097,6466,2192,39.75,29,0.1564,0.0197,0.0131,autosome,macro
1,137100001,137200000,137148850,6256,2196,44.125,15.625,0.477,0.0526,0.035,autosome,macro
1,137200001,137300000,137250560,5592,1980,18.25,7.75,0.4038,0.0199,0.0133,autosome,macro
1,137300001,137400000,137348818,6165,2225,47.5,27.5,0.2667,0.0429,0.0278,autosome,macro
1,137400001,137500000,137449927,6793,2556,35.375,26.125,0.1504,0.0159,0.011,autosome,macro
1,137500001,137600000,137551582,5333,1945,30.5,22.25,0.1564,0.0186,0.0127,autosome,macro
1,137600001,137700000,137650235,6049,2236,43.375,45.625,-0.0253,-0.0046,-0.003,autosome,macro
1,137700001,137800000,137749541,7744,2822,59.75,51.5,0.0742,0.0125,0.0084,autosome,macro
1,137800001,137900000,137848879,5894,2127,45.75,42.25,0.0398,0.0069,0.0047,autosome,macro
1,137900001,138000000,137953242,5643,2101,55.75,38.75,0.1799,0.039,0.0265,autosome,macro
1,138000001,138100000,138048886,6344,2313,59.875,40.875,0.1886,0.0367,0.0248,autosome,macro
1,138100001,138200000,138152974,6341,2612,59.25,52,0.0652,0.013,0.0086,autosome,macro
1,138200001,138300000,138247774,6492,2658,57.25,49.5,0.0726,0.0122,0.0087,autosome,macro
1,138300001,138400000,138349865,6135,2571,55.375,40.125,0.1597,0.0259,0.0177,autosome,macro
1,138400001,138500000,138449766,6218,2270,42.75,38.25,0.0556,0.0076,0.0054,autosome,macro
1,138500001,138600000,138550717,6517,2446,66.25,47.5,0.1648,0.0323,0.0225,autosome,macro
1,138600001,138700000,138649827,6487,2281,42.375,41.375,0.0119,0.0018,0.0012,autosome,macro
1,138700001,138800000,138749108,6330,2268,56,44.25,0.1172,0.0246,0.0168,autosome,macro
1,138800001,138900000,138854557,6446,2325,51,37.25,0.1558,0.0284,0.0188,autosome,macro
1,138900001,139000000,138950844,6998,2590,45.625,42.625,0.034,0.0053,0.0036,autosome,macro
1,139000001,139100000,139049513,6931,2691,88.125,57.875,0.2072,0.0529,0.034,autosome,macro
1,139100001,139200000,139148899,6767,2686,55.125,35.625,0.2149,0.0331,0.0231,autosome,macro
1,139200001,139300000,139249065,6900,2675,62.25,28.5,0.3719,0.0582,0.0408,autosome,macro
1,139300001,139400000,139352147,7083,2767,55.125,38.875,0.1729,0.0274,0.019,autosome,macro
1,139400001,139500000,139447977,6785,2878,54.5,50,0.0431,0.0078,0.0051,autosome,macro
1,139500001,139600000,139549812,7302,2922,43.625,46.375,-0.0306,-0.0049,-0.0033,autosome,macro
1,139600001,139700000,139650435,6539,2581,64,43,0.1963,0.0402,0.0264,autosome,macro
1,139700001,139800000,139749201,6261,2543,46,41,0.0575,0.0102,0.0068,autosome,macro
1,139800001,139900000,139848751,6713,2670,42.5,39.5,0.0366,0.006,0.0039,autosome,macro
1,139900001,140000000,139949892,6274,2365,33.875,18.625,0.2905,0.0308,0.0219,autosome,macro
1,140000001,140100000,140048495,5524,2052,32.75,36.5,-0.0542,-0.0082,-0.0057,autosome,macro
1,140100001,140200000,140152828,5831,2412,55.875,43.375,0.1259,0.023,0.0146,autosome,macro
1,140200001,140300000,140248562,6551,2622,54.25,39,0.1635,0.0254,0.017,autosome,macro
1,140300001,140400000,140348745,5842,2484,49.5,34,0.1856,0.0278,0.0191,autosome,macro
1,140400001,140500000,140451310,5668,2077,21,10.75,0.3228,0.0241,0.0164,autosome,macro
1,140500001,140600000,140549605,5794,2456,21.125,15.625,0.1497,0.0117,0.0079,autosome,macro
1,140600001,140700000,140649437,5471,2290,22.125,22.125,0,0,0,autosome,macro
1,140700001,140800000,140749874,4061,1703,41.5,8.75,0.6517,0.0857,0.0557,autosome,macro
1,140800001,140900000,140849501,4135,1560,35.75,8.75,0.6067,0.0681,0.0467,autosome,macro
1,140900001,141000000,140950089,3866,1672,45.75,8,0.7023,0.0995,0.067,autosome,macro
1,141000001,141100000,141049452,4962,1944,42.125,11.125,0.5822,0.0658,0.043,autosome,macro
1,141100001,141200000,141155000,3129,1143,32.5,9.75,0.5385,0.0754,0.0489,autosome,macro
1,141200001,141300000,141250736,3812,1416,48.5,9,0.687,0.1007,0.0676,autosome,macro
1,141300001,141400000,141351237,3990,1484,52.125,9.125,0.702,0.1086,0.071,autosome,macro
1,141400001,141500000,141447567,3625,1331,50.125,10.375,0.657,0.1229,0.083,autosome,macro
1,141500001,141600000,141551198,4050,1589,55.875,6.375,0.7952,0.1201,0.0835,autosome,macro
1,141600001,141700000,141654232,3901,1633,65.5,12,0.6903,0.1377,0.0926,autosome,macro
1,141700001,141800000,141750565,4147,1829,62.875,8.375,0.7649,0.1142,0.0767,autosome,macro
1,141800001,141900000,141852332,4431,1929,67.625,16.125,0.6149,0.1118,0.0723,autosome,macro
1,141900001,142000000,141945524,4221,1731,67.625,22.125,0.507,0.1082,0.0725,autosome,macro
1,142000001,142100000,142049846,4594,1948,68.875,7.625,0.8007,0.134,0.0846,autosome,macro
1,142100001,142200000,142146712,4372,1698,43,9,0.6538,0.0784,0.0511,autosome,macro
1,142200001,142300000,142250198,4570,1941,53.25,8.25,0.7317,0.0912,0.0643,autosome,macro
1,142300001,142400000,142350556,4717,1910,56.75,11.5,0.663,0.0928,0.0633,autosome,macro
1,142400001,142500000,142451168,3989,1701,38.625,10.875,0.5606,0.0651,0.0438,autosome,macro
1,142500001,142600000,142556085,3219,1262,28.125,1.625,0.8908,0.0941,0.062,autosome,macro
1,142600001,142700000,142647274,3703,1551,40.75,11.5,0.5598,0.0779,0.0546,autosome,macro
1,142700001,142800000,142749158,2986,1167,26.625,5.625,0.6512,0.0759,0.0525,autosome,macro
1,142800001,142900000,142850943,3920,1614,24.5,11.25,0.3706,0.0358,0.0241,autosome,macro
1,142900001,143000000,142952196,4144,1708,36,9.5,0.5824,0.0661,0.0456,autosome,macro
1,143000001,143100000,143051206,4962,2001,43,10,0.6226,0.0713,0.0478,autosome,macro
1,143100001,143200000,143148740,4745,1977,46.25,8.75,0.6818,0.0883,0.0548,autosome,macro
1,143200001,143300000,143241600,3936,1548,47,3,0.88,0.1232,0.0799,autosome,macro
1,143300001,143400000,143349772,4936,2040,47.25,6.25,0.7664,0.0902,0.0606,autosome,macro
1,143400001,143500000,143451083,5260,2269,26.125,13.125,0.3312,0.028,0.02,autosome,macro
1,143500001,143600000,143548691,4363,1905,15.375,5.875,0.4471,0.0241,0.0168,autosome,macro
1,143600001,143700000,143652380,3801,1573,13.625,12.375,0.0481,0.0035,0.0024,autosome,macro
1,143700001,143800000,143748068,3401,1409,24,10.75,0.3813,0.0417,0.0273,autosome,macro
1,143800001,143900000,143852326,4385,1720,17,7.75,0.3737,0.0234,0.0161,autosome,macro
1,143900001,144000000,143945489,3891,1546,19.75,8,0.4234,0.0389,0.0268,autosome,macro
1,144000001,144100000,144052452,4240,1692,5.5,12.75,-0.3973,-0.0192,-0.0132,autosome,macro
1,144100001,144200000,144154354,3908,1644,15.875,9.875,0.233,0.017,0.0119,autosome,macro
1,144200001,144300000,144254992,4301,1771,10.625,10.125,0.0241,0.0012,0.0009,autosome,macro
1,144300001,144400000,144345290,4938,1991,15.125,15.625,-0.0163,-0.0012,-0.0008,autosome,macro
1,144400001,144500000,144454097,4241,1784,14.5,13.5,0.0357,0.0024,0.0016,autosome,macro
1,144500001,144600000,144549344,4671,1892,22.25,15.5,0.1788,0.0151,0.0102,autosome,macro
1,144600001,144700000,144650651,4157,1686,14.5,7.5,0.3182,0.0172,0.0109,autosome,macro
1,144700001,144800000,144749479,4680,2063,18.625,8.625,0.367,0.0208,0.0135,autosome,macro
1,144800001,144900000,144850163,4178,1761,11.5,7.75,0.1948,0.0094,0.0063,autosome,macro
1,144900001,145000000,144946098,4549,1891,16.875,8.375,0.3366,0.019,0.0124,autosome,macro
1,145000001,145100000,145052050,3943,1665,30.5,11.75,0.4438,0.0504,0.0329,autosome,macro
1,145100001,145200000,145142820,3632,1475,20.25,5.75,0.5577,0.0425,0.0283,autosome,macro
1,145200001,145300000,145245914,5132,2058,25,33.75,-0.1489,-0.0193,-0.0128,autosome,macro
1,145300001,145400000,145350680,3634,1511,20.5,7.75,0.4513,0.0365,0.0237,autosome,macro
1,145400001,145500000,145449884,4241,1426,44.625,4.875,0.803,0.1284,0.082,autosome,macro
1,145500001,145600000,145551897,5045,1804,27.75,12.75,0.3704,0.0343,0.0224,autosome,macro
1,145600001,145700000,145648940,4853,1956,43.5,7.25,0.7143,0.0865,0.0583,autosome,macro
1,145700001,145800000,145752769,5864,2538,58.75,13.75,0.6207,0.0878,0.061,autosome,macro
1,145800001,145900000,145849118,5817,2336,30.875,18.375,0.2538,0.0232,0.0163,autosome,macro
1,145900001,146000000,145952561,5962,2493,18.125,20.875,-0.0705,-0.0053,-0.0035,autosome,macro
1,146000001,146100000,146046554,5676,2138,33.625,21.625,0.2172,0.028,0.0198,autosome,macro
1,146100001,146200000,146154494,5846,2130,37.125,34.375,0.0385,0.0063,0.0041,autosome,macro
1,146200001,146300000,146248433,6764,2686,50.5,48.5,0.0202,0.0035,0.0023,autosome,macro
1,146300001,146400000,146349145,6968,2542,45.875,50.125,-0.0443,-0.008,-0.0054,autosome,macro
1,146400001,146500000,146448779,5851,2212,50.75,41,0.1063,0.0206,0.014,autosome,macro
1,146500001,146600000,146552947,7712,2973,83,60.5,0.1568,0.033,0.0224,autosome,macro
1,146600001,146700000,146648906,7366,2959,109.875,65.125,0.2557,0.0716,0.0461,autosome,macro
1,146700001,146800000,146748669,6896,2441,69,57.5,0.0909,0.0193,0.0124,autosome,macro
1,146800001,146900000,146849650,6316,2217,62.25,35.75,0.2704,0.0552,0.0376,autosome,macro
1,146900001,147000000,146949292,6635,2319,60.125,41.875,0.1789,0.0338,0.0232,autosome,macro
1,147000001,147100000,147049178,6737,2376,67,53,0.1167,0.0235,0.0158,autosome,macro
1,147100001,147200000,147151744,7298,2688,92.5,53.25,0.2693,0.063,0.043,autosome,macro
1,147200001,147300000,147249147,7377,2768,76.625,79.375,-0.0176,-0.005,-0.003,autosome,macro
1,147300001,147400000,147351750,8132,3080,91.125,68.375,0.1426,0.0375,0.0242,autosome,macro
1,147400001,147500000,147449590,6721,2763,72.25,89.25,-0.1053,-0.0276,-0.0173,autosome,macro
1,147500001,147600000,147549143,7080,2945,66.625,33.875,0.3259,0.0534,0.0365,autosome,macro
1,147600001,147700000,147652485,6384,2274,57.625,43.625,0.1383,0.0321,0.0203,autosome,macro
1,147700001,147800000,147751491,7553,2888,85.875,64.625,0.1412,0.0362,0.0238,autosome,macro
1,147800001,147900000,147849342,7695,2946,107,63.25,0.257,0.0735,0.0476,autosome,macro
1,147900001,148000000,147950391,8034,3053,97.875,81.875,0.089,0.0249,0.016,autosome,macro
1,148000001,148100000,148048599,6721,2623,82.875,58.375,0.1735,0.0396,0.0269,autosome,macro
1,148100001,148200000,148147197,6317,2188,60.5,47.25,0.123,0.0256,0.0176,autosome,macro
1,148200001,148300000,148250154,6101,2230,85,51.75,0.2431,0.0564,0.0395,autosome,macro
1,148300001,148400000,148349685,6706,2534,97.25,42.5,0.3918,0.1033,0.0684,autosome,macro
1,148400001,148500000,148449688,6609,2469,82.625,62.375,0.1397,0.0341,0.0222,autosome,macro
1,148500001,148600000,148550980,6705,2361,103.25,45.5,0.3882,0.1078,0.0713,autosome,macro
1,148600001,148700000,148651865,6215,2334,34,22.25,0.2089,0.026,0.0179,autosome,macro
1,148700001,148800000,148747922,6719,2586,54.5,47.25,0.0713,0.0132,0.0089,autosome,macro
1,148800001,148900000,148850222,6889,2419,47.5,39.25,0.0951,0.0173,0.0116,autosome,macro
1,148900001,149000000,148949665,6579,2332,51.875,38.625,0.1464,0.0251,0.0172,autosome,macro
1,149000001,149100000,149049625,6254,2283,47.875,41.375,0.0728,0.0126,0.0087,autosome,macro
1,149100001,149200000,149151549,6498,2473,47,36.75,0.1224,0.0196,0.0124,autosome,macro
1,149200001,149300000,149250920,6460,2480,80.75,52.25,0.2143,0.0583,0.0364,autosome,macro
1,149300001,149400000,149350025,6858,2594,64.25,46,0.1655,0.0326,0.0219,autosome,macro
1,149400001,149500000,149450914,6433,2278,49.5,47.25,0.0233,0.004,0.0028,autosome,macro
1,149500001,149600000,149549067,6708,2539,74.875,46.625,0.2325,0.0564,0.0368,autosome,macro
1,149600001,149700000,149649824,6565,2501,74.25,39,0.3113,0.0638,0.0406,autosome,macro
1,149700001,149800000,149750083,6792,2577,61.5,53.5,0.0696,0.0147,0.0092,autosome,macro
1,149800001,149900000,149848780,6121,2356,50.5,43,0.0802,0.0155,0.0099,autosome,macro
1,149900001,150000000,149949616,6400,2459,59,51.75,0.0655,0.0139,0.0094,autosome,macro
1,150000001,150100000,150049631,5620,2139,42.125,28.375,0.195,0.03,0.0202,autosome,macro
1,150100001,150200000,150150434,5851,2238,44.5,28.75,0.215,0.028,0.0197,autosome,macro
1,150200001,150300000,150250714,6205,2381,60.5,39,0.2161,0.0397,0.0257,autosome,macro
1,150300001,150400000,150348433,6560,2550,77,41,0.3051,0.0691,0.0455,autosome,macro
1,150400001,150500000,150448553,6520,2488,53.375,32.875,0.2377,0.0408,0.0277,autosome,macro
1,150500001,150600000,150551119,6644,2757,61.25,63.75,-0.02,-0.0042,-0.0028,autosome,macro
1,150600001,150700000,150648823,5534,2247,48.25,29.75,0.2372,0.0442,0.0283,autosome,macro
1,150700001,150800000,150751788,6122,2496,57,38.5,0.1937,0.0364,0.0234,autosome,macro
1,150800001,150900000,150847060,5943,2342,48.375,19.375,0.428,0.055,0.0399,autosome,macro
1,150900001,151000000,150954228,4816,1890,44.75,16.75,0.4553,0.0644,0.0445,autosome,macro
1,151000001,151100000,151050675,6134,2253,89.25,18.5,0.6566,0.1122,0.0789,autosome,macro
1,151100001,151200000,151152014,5726,2111,56.25,18.5,0.505,0.0671,0.0448,autosome,macro
1,151200001,151300000,151249997,5894,2399,27.375,12.125,0.3861,0.0293,0.0204,autosome,macro
1,151300001,151400000,151352319,5742,2324,33.5,10.75,0.5141,0.0487,0.0332,autosome,macro
1,151400001,151500000,151450463,5501,2147,31.25,19.75,0.2255,0.023,0.0162,autosome,macro
1,151500001,151600000,151547438,6189,2486,56.625,28.125,0.3363,0.0536,0.0358,autosome,macro
1,151600001,151700000,151649010,5646,2215,42.25,13.5,0.5157,0.0667,0.0432,autosome,macro
1,151700001,151800000,151748907,6068,2356,37.25,35.25,0.0276,0.0039,0.0026,autosome,macro
1,151800001,151900000,151852295,5764,2250,37.125,26.875,0.1602,0.022,0.0149,autosome,macro
1,151900001,152000000,151949557,5892,2151,33.5,47.75,-0.1754,-0.0306,-0.019,autosome,macro
1,152000001,152100000,152049579,6545,2436,29.5,28.25,0.0216,0.0023,0.0016,autosome,macro
1,152100001,152200000,152150810,6453,2577,45.75,26.5,0.2664,0.0335,0.0233,autosome,macro
1,152200001,152300000,152250427,6462,2464,39.125,28.125,0.1636,0.0205,0.0142,autosome,macro
1,152300001,152400000,152350596,5945,2276,35,31.75,0.0487,0.0058,0.004,autosome,macro
1,152400001,152500000,152449326,5678,2163,41.75,25.25,0.2463,0.0362,0.0236,autosome,macro
1,152500001,152600000,152550372,6284,2544,34,45.75,-0.1473,-0.0226,-0.0149,autosome,macro
1,152600001,152700000,152647592,6212,2542,32.125,26.375,0.0983,0.0128,0.0082,autosome,macro
