scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,type,micro.macro
15,5500001,5600000,5551558,7763,2923,86.625,108.875,-0.1138,-0.0273,-0.0186,autosome,macro
15,5600001,5700000,5649305,7466,2859,69.875,105.875,-0.2048,-0.0453,-0.0312,autosome,macro
15,5700001,5800000,5750783,7758,2928,97.625,112.375,-0.0702,-0.0177,-0.0122,autosome,macro
15,5800001,5900000,5847599,6807,2689,61.875,64.875,-0.0237,-0.004,-0.0028,autosome,macro
15,5900001,6000000,5952091,6470,2880,39.5,52.25,-0.139,-0.0169,-0.0117,autosome,macro
15,6000001,6100000,6048506,6866,2772,60.625,97.625,-0.2338,-0.0495,-0.0344,autosome,macro
15,6100001,6200000,6148950,5737,2271,36.25,41,-0.0615,-0.0078,-0.0051,autosome,macro
15,6200001,6300000,6250065,6430,2491,39.75,62,-0.2187,-0.0318,-0.0208,autosome,macro
15,6300001,6400000,6352425,7186,2852,73.875,109.625,-0.1948,-0.0449,-0.0303,autosome,macro
15,6400001,6500000,6450343,7348,2814,61.5,106.75,-0.2689,-0.0602,-0.0416,autosome,macro
15,6500001,6600000,6551579,7579,2769,56.75,91.5,-0.2344,-0.0492,-0.0333,autosome,macro
15,6600001,6700000,6647712,7710,2940,65.125,72.375,-0.0527,-0.0081,-0.0056,autosome,macro
15,6700001,6800000,6751312,7684,3067,65.125,153.375,-0.4039,-0.101,-0.0687,autosome,macro
15,6800001,6900000,6849798,7026,2748,63.25,99.75,-0.2239,-0.0497,-0.0338,autosome,macro
15,6900001,7000000,6947893,7191,2789,52.5,83.25,-0.2265,-0.0441,-0.0303,autosome,macro
15,7000001,7100000,7048118,7072,2709,87.125,127.625,-0.1886,-0.0523,-0.0354,autosome,macro
15,7100001,7200000,7150726,7027,2735,73.25,70.75,0.0174,0.0035,0.0024,autosome,macro
15,7200001,7300000,7249868,6470,2590,53.875,70.625,-0.1345,-0.0261,-0.0177,autosome,macro
15,7300001,7400000,7346593,5392,2158,49,38.5,0.12,0.0188,0.0131,autosome,macro
15,7400001,7500000,7450326,7057,2858,49.625,121.875,-0.4213,-0.0932,-0.0633,autosome,macro
15,7500001,7600000,7550129,7195,2934,56.875,69.625,-0.1008,-0.0166,-0.0117,autosome,macro
15,7600001,7700000,7647361,6467,2569,41.375,51.375,-0.1078,-0.014,-0.0099,autosome,macro
15,7700001,7800000,7747504,6321,2407,18.375,50.125,-0.4635,-0.0543,-0.0344,autosome,macro
15,7800001,7900000,7848773,6223,2365,24.25,43.75,-0.2868,-0.0309,-0.0223,autosome,macro
15,7900001,8000000,7951969,7260,2945,68.75,86.75,-0.1158,-0.0226,-0.0151,autosome,macro
15,8000001,8100000,8044806,7156,2894,59,120.25,-0.3417,-0.0848,-0.0551,autosome,macro
15,8100001,8200000,8149577,6642,2725,24.75,90.25,-0.5696,-0.0885,-0.0597,autosome,macro
15,8200001,8300000,8249270,6280,2599,33.25,75,-0.3857,-0.0576,-0.0407,autosome,macro
15,8300001,8400000,8349037,7901,3160,42.25,44.25,-0.0231,-0.0023,-0.0017,autosome,macro
15,8400001,8500000,8449503,6684,2760,66.5,93.75,-0.17,-0.0314,-0.0212,autosome,macro
15,8500001,8600000,8548303,6479,2632,29.875,57.125,-0.3132,-0.0349,-0.0253,autosome,macro
15,8600001,8700000,8648540,6249,2221,24,35.25,-0.1899,-0.0161,-0.011,autosome,macro
15,8700001,8800000,8750620,6605,2614,32.25,43.25,-0.1457,-0.0157,-0.0108,autosome,macro
15,8800001,8900000,8849142,6372,2479,21.5,119.5,-0.695,-0.1385,-0.0891,autosome,macro
15,8900001,9000000,8946879,5512,2154,49.75,16.25,0.5076,0.0546,0.0395,autosome,macro
15,9000001,9100000,9049396,6616,2668,46,81.5,-0.2784,-0.0478,-0.0341,autosome,macro
15,9100001,9200000,9150350,5799,2331,22.25,61.5,-0.4687,-0.0697,-0.049,autosome,macro
15,9200001,9300000,9249728,6495,2536,63.25,54.5,0.0743,0.0133,0.009,autosome,macro
15,9300001,9400000,9354198,6306,2482,36.875,95.125,-0.4413,-0.0857,-0.0572,autosome,macro
15,9400001,9500000,9447858,6590,2423,42.75,94.75,-0.3782,-0.0661,-0.0475,autosome,macro
15,9500001,9600000,9549390,6973,2661,54.125,61.375,-0.0628,-0.0105,-0.007,autosome,macro
15,9600001,9700000,9650284,6811,2631,45.75,50.75,-0.0518,-0.0073,-0.005,autosome,macro
15,9700001,9800000,9751566,5682,2100,36.25,57.25,-0.2246,-0.0303,-0.0229,autosome,macro
15,9800001,9900000,9848658,6203,2383,56.5,70.25,-0.1085,-0.0186,-0.0129,autosome,macro
15,9900001,10000000,9948549,5741,2256,32,113.75,-0.5609,-0.1198,-0.0817,autosome,macro
15,10000001,10100000,10050387,6527,2453,54.25,69,-0.1197,-0.0219,-0.0156,autosome,macro
15,10100001,10200000,10148827,7222,2811,64.25,84.25,-0.1347,-0.0274,-0.0184,autosome,macro
15,10200001,10300000,10249832,6265,2378,30.25,43.25,-0.1769,-0.0226,-0.0158,autosome,macro
15,10300001,10400000,10351940,6517,2508,46.75,65.5,-0.167,-0.0289,-0.0204,autosome,macro
15,10400001,10500000,10450156,7847,2959,53.25,100.25,-0.3062,-0.0555,-0.0381,autosome,macro
15,10500001,10600000,10552356,7920,2971,96.625,104.125,-0.0374,-0.0083,-0.006,autosome,macro
15,10600001,10700000,10644780,7371,2545,73.375,127.375,-0.269,-0.0716,-0.0481,autosome,macro
15,10700001,10800000,10750493,6742,2410,64.625,97.875,-0.2046,-0.0475,-0.0333,autosome,macro
15,10800001,10900000,10836355,4636,1676,44.875,72.875,-0.2378,-0.0581,-0.0394,autosome,macro
15,10900001,11000000,10954365,1716,632,8.75,4.5,0.3208,0.021,0.0153,autosome,macro
15,11000001,11100000,11067483,3279,1209,21.375,38.875,-0.2905,-0.0442,-0.0312,autosome,macro
15,11100001,11200000,11147997,6365,2185,53,95.5,-0.2862,-0.0657,-0.0451,autosome,macro
15,11200001,11300000,11250855,6376,2265,35.375,95.875,-0.461,-0.0869,-0.06,autosome,macro
15,11300001,11400000,11354298,7620,2665,59.875,110.625,-0.2977,-0.063,-0.043,autosome,macro
15,11400001,11500000,11447787,7686,2773,87.75,121.75,-0.1623,-0.0372,-0.0262,autosome,macro
15,11500001,11600000,11549636,6488,2320,56.125,78.375,-0.1654,-0.0298,-0.021,autosome,macro
15,11600001,11700000,11651906,6264,2138,45.25,81.25,-0.2846,-0.0577,-0.0408,autosome,macro
15,11700001,11800000,11750996,6831,2458,80.25,83.75,-0.0213,-0.0047,-0.0034,autosome,macro
15,11800001,11900000,11848783,7100,2523,89,123.5,-0.1624,-0.0423,-0.0296,autosome,macro
15,11900001,12000000,11947747,6802,2520,76,96.5,-0.1188,-0.0245,-0.0174,autosome,macro
15,12000001,12100000,12053850,7555,2683,84.625,107.125,-0.1173,-0.0282,-0.0195,autosome,macro
15,12100001,12200000,12148517,7299,2797,60.25,82.25,-0.1544,-0.0263,-0.0189,autosome,macro
15,12200001,12300000,12249423,8078,3027,80.625,103.875,-0.126,-0.023,-0.0168,autosome,macro
15,12300001,12400000,12350346,7405,2823,78.25,103,-0.1366,-0.029,-0.0199,autosome,macro
15,12400001,12500000,12450475,8193,3051,97.625,196.125,-0.3353,-0.1053,-0.0689,autosome,macro
15,12500001,12600000,12548607,7617,2776,92,111,-0.0936,-0.0216,-0.015,autosome,macro
15,12600001,12700000,12650751,7483,2762,69,112.5,-0.2397,-0.0517,-0.0365,autosome,macro
15,12700001,12800000,12748062,6731,2520,52.25,85.25,-0.24,-0.0441,-0.0311,autosome,macro
15,12800001,12900000,12853688,6785,2522,58,92.5,-0.2292,-0.047,-0.0328,autosome,macro
15,12900001,13000000,12950147,7902,2750,76.625,147.875,-0.3174,-0.0795,-0.0541,autosome,macro
15,13000001,13100000,13050774,7709,2655,73.125,144.625,-0.3284,-0.0876,-0.0597,autosome,macro
15,13100001,13200000,13148810,7915,2684,66.5,122.75,-0.2972,-0.0701,-0.0496,autosome,macro
15,13200001,13300000,13248839,7260,2635,81.5,131.5,-0.2347,-0.0637,-0.0439,autosome,macro
15,13300001,13400000,13348465,7863,2837,81.375,154.125,-0.3089,-0.0817,-0.0546,autosome,macro
15,13400001,13500000,13450387,7912,2778,69.375,159.125,-0.3928,-0.111,-0.0753,autosome,macro
15,13500001,13600000,13551899,6958,2344,66.5,115.25,-0.2682,-0.0723,-0.0488,autosome,macro
15,13600001,13700000,13646658,7246,2593,61.375,129.125,-0.3556,-0.082,-0.0553,autosome,macro
15,13700001,13800000,13748292,7153,2469,53.75,135.75,-0.4327,-0.1119,-0.0752,autosome,macro
15,13800001,13900000,13849705,7846,2897,97.25,146.75,-0.2029,-0.0557,-0.0383,autosome,macro
15,13900001,14000000,13950695,7091,2668,82.375,90.875,-0.0491,-0.0108,-0.0077,autosome,macro
15,14000001,14100000,14049596,8019,2943,95.75,151.5,-0.2255,-0.0624,-0.0423,autosome,macro
15,14100001,14200000,14148023,7850,2665,74.125,165.875,-0.3823,-0.1194,-0.0788,autosome,macro
15,14200001,14300000,14248887,8408,2841,77.625,148.375,-0.3131,-0.0808,-0.0557,autosome,macro
15,14300001,14400000,14351331,7198,2507,90,126.75,-0.1696,-0.0435,-0.0301,autosome,macro
15,14400001,14500000,14450517,7524,2561,71.625,126.125,-0.2756,-0.0713,-0.0477,autosome,macro
15,14500001,14600000,14549849,8282,2886,84.75,157.75,-0.301,-0.0759,-0.0503,autosome,macro
15,14600001,14700000,14651502,7793,2619,71.125,144.875,-0.3414,-0.0902,-0.0604,autosome,macro
15,14700001,14800000,14751140,8866,3187,94.75,154.75,-0.2405,-0.0573,-0.0386,autosome,macro
15,14800001,14900000,14849152,9186,3160,86.75,206.25,-0.4078,-0.1239,-0.0811,autosome,macro
15,14900001,15000000,14951777,8630,2965,87.25,190,-0.3706,-0.1128,-0.0742,autosome,macro
15,15000001,15100000,15052124,8765,2928,86.125,204.125,-0.4065,-0.1315,-0.0865,autosome,macro
15,15100001,15200000,15152996,9228,3312,107.75,191.5,-0.2799,-0.0837,-0.0561,autosome,macro
15,15200001,15300000,15248385,9715,3512,96.875,187.375,-0.3184,-0.0842,-0.0577,autosome,macro
15,15300001,15400000,15348908,8495,3094,88.625,185.125,-0.3525,-0.1113,-0.0731,autosome,macro
15,15400001,15500000,15450666,8164,2919,122.75,172.25,-0.1678,-0.0568,-0.0384,autosome,macro
15,15500001,15600000,15549375,9083,3242,89.5,197.5,-0.3763,-0.1096,-0.0704,autosome,macro
15,15600001,15700000,15649777,7680,2675,83.375,173.875,-0.3518,-0.1052,-0.069,autosome,macro
15,15700001,15800000,15746965,8280,2729,82.125,141.875,-0.2667,-0.0687,-0.0453,autosome,macro
15,15800001,15900000,15849674,8447,2765,80.125,177.625,-0.3783,-0.1106,-0.0727,autosome,macro
15,15900001,16000000,15953913,9528,3210,85.125,251.125,-0.4937,-0.1792,-0.1111,autosome,macro
15,16000001,16100000,16045113,8741,3100,89.875,182.375,-0.3398,-0.0965,-0.0643,autosome,macro
15,16100001,16200000,16151794,7187,2444,75.375,129.125,-0.2628,-0.0692,-0.046,autosome,macro
15,16200001,16300000,16251944,9392,3249,91.125,217.625,-0.4097,-0.1223,-0.0788,autosome,macro
15,16300001,16400000,16348846,9363,3118,82.875,171.625,-0.3487,-0.093,-0.062,autosome,macro
15,16400001,16500000,16446978,9434,3301,103.375,145.875,-0.1705,-0.0379,-0.0261,autosome,macro
15,16500001,16600000,16548987,7661,2719,60.125,178.375,-0.4958,-0.123,-0.0818,autosome,macro
15,16600001,16700000,16647459,5355,2112,37.5,114.5,-0.5066,-0.1102,-0.074,autosome,macro
15,16700001,16800000,16716069,1231,422,1,40.25,-0.9515,-0.2799,-0.1756,autosome,macro
16,1,100000,55408,4160,1539,17.25,65,-0.5805,-0.1031,-0.0681,autosome,macro
16,100001,200000,151679,7229,2864,30.75,52,-0.2568,-0.024,-0.0176,autosome,macro
16,200001,300000,249610,6448,2581,30,61.5,-0.3443,-0.0407,-0.0286,autosome,macro
16,300001,400000,350373,5945,2254,59.5,66,-0.0518,-0.0088,-0.006,autosome,macro
16,400001,500000,448445,6004,2310,48,36,0.1429,0.0169,0.0121,autosome,macro
16,500001,600000,549835,6742,2649,22,92,-0.614,-0.0897,-0.0611,autosome,macro
16,600001,700000,652210,6786,2550,48.875,68.125,-0.1645,-0.0234,-0.0164,autosome,macro
16,700001,800000,749402,8452,3239,64,56.25,0.0644,0.0077,0.0054,autosome,macro
16,800001,900000,849974,6791,2792,39.75,73.75,-0.2996,-0.0385,-0.0269,autosome,macro
16,900001,1000000,951300,7215,2816,30.625,39.875,-0.1312,-0.011,-0.0074,autosome,macro
16,1000001,1100000,1048705,6568,2680,31.75,45.75,-0.1806,-0.0173,-0.012,autosome,macro
16,1100001,1200000,1149916,6432,2437,70.5,102.5,-0.185,-0.0397,-0.0257,autosome,macro
16,1200001,1300000,1250380,5886,2365,47,108.5,-0.3955,-0.0819,-0.0554,autosome,macro
16,1300001,1400000,1346719,5445,2182,48.25,25.25,0.3129,0.0329,0.0229,autosome,macro
16,1400001,1500000,1452504,5437,2056,21.25,68,-0.5238,-0.075,-0.0507,autosome,macro
16,1500001,1600000,1547979,6118,2309,78.25,62.5,0.1119,0.0209,0.0138,autosome,macro
16,1600001,1700000,1635599,3772,1364,18.75,29.25,-0.2188,-0.0243,-0.0168,autosome,macro
16,1700001,1800000,1753849,5216,2224,28.375,80.125,-0.477,-0.0739,-0.0502,autosome,macro
16,1800001,1900000,1851625,6325,2725,29.625,113.875,-0.5871,-0.1035,-0.0694,autosome,macro
16,1900001,2000000,1951476,5929,2177,31.75,46.75,-0.1911,-0.0214,-0.0155,autosome,macro
16,2000001,2100000,2047577,6699,2647,43.25,44.75,-0.017,-0.0018,-0.0013,autosome,macro
16,2100001,2200000,2152359,6317,2464,45,56.5,-0.1133,-0.0138,-0.0098,autosome,macro
16,2200001,2300000,2250428,6201,2597,36.75,43.5,-0.0841,-0.0097,-0.0067,autosome,macro
16,2300001,2400000,2353628,5317,2083,41.375,90.625,-0.3731,-0.0662,-0.0468,autosome,macro
16,2400001,2500000,2449753,7427,2866,59.5,91.25,-0.2106,-0.0307,-0.0221,autosome,macro
16,2500001,2600000,2550594,6624,2479,63,112,-0.28,-0.0546,-0.0385,autosome,macro
16,2600001,2700000,2650001,6489,2431,33.5,66.75,-0.3317,-0.0434,-0.0308,autosome,macro
16,2700001,2800000,2751705,6939,2742,95.625,97.875,-0.0116,-0.0028,-0.0019,autosome,macro
16,2800001,2900000,2853289,6503,2554,80.625,71.625,0.0591,0.0114,0.0081,autosome,macro
16,2900001,3000000,2952375,7410,2772,64.75,100.25,-0.2152,-0.0465,-0.0309,autosome,macro
16,3000001,3100000,3048686,8581,3291,73.125,114.125,-0.219,-0.0464,-0.031,autosome,macro
16,3100001,3200000,3152500,8204,3235,84.625,126.375,-0.1979,-0.0416,-0.0287,autosome,macro
16,3200001,3300000,3249940,8310,3092,63.25,95.75,-0.2044,-0.0347,-0.0241,autosome,macro
16,3300001,3400000,3349268,8343,3257,105.5,101.25,0.0206,0.0042,0.0029,autosome,macro
16,3400001,3500000,3448494,7273,2814,79,109,-0.1596,-0.0355,-0.0242,autosome,macro
16,3500001,3600000,3549648,7225,2720,56.375,91.375,-0.2369,-0.0422,-0.0301,autosome,macro
16,3600001,3700000,3646093,7329,2926,87.125,100.875,-0.0731,-0.0153,-0.0107,autosome,macro
16,3700001,3800000,3749849,7205,2765,84,99.5,-0.0845,-0.0189,-0.0132,autosome,macro
16,3800001,3900000,3849626,6368,2467,53,67.5,-0.1203,-0.0232,-0.0155,autosome,macro
16,3900001,4000000,3949645,6987,2616,60,67.75,-0.0607,-0.0103,-0.0073,autosome,macro
16,4000001,4100000,4049207,6606,2590,55.75,85.75,-0.212,-0.04,-0.0277,autosome,macro
16,4100001,4200000,4149206,6812,2652,61.25,52,0.0817,0.013,0.009,autosome,macro
16,4200001,4300000,4249023,7403,2979,67,69.25,-0.0165,-0.0028,-0.002,autosome,macro
16,4300001,4400000,4351883,6986,2764,60,60.75,-0.0062,-0.0009,-0.0007,autosome,macro
16,4400001,4500000,4452103,6761,2586,32.125,70.625,-0.3747,-0.0545,-0.0386,autosome,macro
16,4500001,4600000,4549991,6856,2585,37.125,57.375,-0.2143,-0.0287,-0.0198,autosome,macro
16,4600001,4700000,4648806,6507,2432,43.375,91.125,-0.355,-0.0664,-0.0439,autosome,macro
16,4700001,4800000,4748499,6327,2319,57.5,48,0.09,0.0133,0.0097,autosome,macro
16,4800001,4900000,4849754,6126,2312,50,53.75,-0.0361,-0.0057,-0.004,autosome,macro
16,4900001,5000000,4950018,6822,2720,34.875,61.125,-0.2734,-0.0345,-0.0238,autosome,macro
16,5000001,5100000,5053540,6401,2482,42.125,64.625,-0.2108,-0.0297,-0.0219,autosome,macro
16,5100001,5200000,5150756,7159,2991,53.625,133.125,-0.4257,-0.0881,-0.0613,autosome,macro
16,5200001,5300000,5249059,7156,2850,69.75,69.25,0.0036,0.0006,0.0004,autosome,macro
16,5300001,5400000,5350550,6390,2397,29.875,59.125,-0.3287,-0.0453,-0.0324,autosome,macro
16,5400001,5500000,5448662,6562,2637,32.75,24.5,0.1441,0.011,0.008,autosome,macro
16,5500001,5600000,5549257,5713,2209,36.5,72,-0.3272,-0.0543,-0.0378,autosome,macro
16,5600001,5700000,5651782,5807,2215,31.25,50,-0.2308,-0.0308,-0.0213,autosome,macro
16,5700001,5800000,5748279,5390,2216,26.25,24.25,0.0396,0.0033,0.0025,autosome,macro
16,5800001,5900000,5849943,6130,2502,37,55,-0.1957,-0.0267,-0.0186,autosome,macro
16,5900001,6000000,5949556,6504,2617,24.5,54,-0.3758,-0.0441,-0.0314,autosome,macro
16,6000001,6100000,6051977,6514,2584,21.5,41,-0.312,-0.0295,-0.0217,autosome,macro
16,6100001,6200000,6150955,6853,2823,26.75,35.25,-0.1371,-0.0124,-0.009,autosome,macro
16,6200001,6300000,6248268,5646,2241,30,39.5,-0.1367,-0.0171,-0.0125,autosome,macro
16,6300001,6400000,6352457,5438,2111,35,54,-0.2135,-0.0345,-0.0241,autosome,macro
16,6400001,6500000,6449670,6976,2718,57,56,0.0088,0.0014,0.001,autosome,macro
16,6500001,6600000,6548219,6370,2505,49.75,86.25,-0.2684,-0.056,-0.0382,autosome,macro
16,6600001,6700000,6652118,6626,2544,51.75,56.75,-0.0461,-0.0073,-0.0051,autosome,macro
16,6700001,6800000,6752842,6725,2618,62.625,101.625,-0.2374,-0.0522,-0.036,autosome,macro
16,6800001,6900000,6849117,6829,2591,52,100.25,-0.3169,-0.0606,-0.0423,autosome,macro
16,6900001,7000000,6950854,7443,2938,95.75,118.75,-0.1072,-0.025,-0.0176,autosome,macro
16,7000001,7100000,7049811,7331,2650,93.875,130.125,-0.1618,-0.0451,-0.0298,autosome,macro
16,7100001,7200000,7151203,6812,2558,69.5,101.75,-0.1883,-0.0428,-0.0294,autosome,macro
16,7200001,7300000,7249563,7015,2791,64.125,87.875,-0.1562,-0.0313,-0.0217,autosome,macro
16,7300001,7400000,7349277,5674,2159,31.25,57.75,-0.2978,-0.0432,-0.0312,autosome,macro
16,7400001,7500000,7450860,6036,2305,51.5,60.75,-0.0824,-0.0149,-0.0107,autosome,macro
16,7500001,7600000,7548939,6343,2343,46.25,70.75,-0.2094,-0.0375,-0.027,autosome,macro
16,7600001,7700000,7647770,5898,2263,60.75,45.5,0.1435,0.0247,0.018,autosome,macro
16,7700001,7800000,7750750,5598,2107,31,67.5,-0.3706,-0.064,-0.0451,autosome,macro
16,7800001,7900000,7850670,6006,2183,61.25,86,-0.1681,-0.038,-0.026,autosome,macro
16,7900001,8000000,7950781,6888,2469,44.125,95.125,-0.3662,-0.0738,-0.0505,autosome,macro
16,8000001,8100000,8051152,6961,2535,71.5,123.75,-0.2676,-0.068,-0.0469,autosome,macro
16,8100001,8200000,8151847,7783,2784,69.75,94.25,-0.1494,-0.0299,-0.0208,autosome,macro
16,8200001,8300000,8248846,7771,2822,88.125,123.875,-0.1686,-0.043,-0.0293,autosome,macro
16,8300001,8400000,8350183,6719,2367,69.875,93.125,-0.1426,-0.0313,-0.0218,autosome,macro
16,8400001,8500000,8449252,6590,2497,56.625,73.375,-0.1288,-0.0241,-0.0169,autosome,macro
16,8500001,8600000,8548677,6236,2436,66.375,63.125,0.0251,0.0044,0.0031,autosome,macro
16,8600001,8700000,8650203,6050,2312,44.25,60.75,-0.1571,-0.0262,-0.018,autosome,macro
16,8700001,8800000,8752347,8216,3079,90.875,113.625,-0.1112,-0.0253,-0.0176,autosome,macro
16,8800001,8900000,8847529,7403,2633,61.75,80.75,-0.1333,-0.0233,-0.0165,autosome,macro
16,8900001,9000000,8951435,7620,2789,85.5,129.75,-0.2056,-0.0529,-0.0358,autosome,macro
16,9000001,9100000,9049714,7055,2489,49.75,91.75,-0.2968,-0.0599,-0.0424,autosome,macro
16,9100001,9200000,9148445,6923,2407,47.75,121.75,-0.4366,-0.0967,-0.0637,autosome,macro
16,9200001,9300000,9252164,7456,2689,77.5,104.5,-0.1484,-0.0318,-0.022,autosome,macro
16,9300001,9400000,9350968,7700,2863,70.75,101.5,-0.1785,-0.0361,-0.0246,autosome,macro
16,9400001,9500000,9448619,6842,2569,52.75,79,-0.1992,-0.0363,-0.0249,autosome,macro
16,9500001,9600000,9550152,6803,2497,56.875,80.125,-0.1697,-0.0336,-0.0232,autosome,macro
16,9600001,9700000,9646196,6035,2299,54.5,59.75,-0.046,-0.0076,-0.0053,autosome,macro
16,9700001,9800000,9749853,5631,2023,39.75,48.5,-0.0992,-0.0152,-0.011,autosome,macro
16,9800001,9900000,9847415,7684,2848,88.75,142.75,-0.2333,-0.0618,-0.0407,autosome,macro
16,9900001,10000000,9951327,7595,2694,89.875,107.875,-0.091,-0.023,-0.0163,autosome,macro
16,10000001,10100000,10050636,7896,2796,74.25,133.75,-0.2861,-0.0704,-0.0476,autosome,macro
16,10100001,10200000,10149589,6872,2595,46.5,105.75,-0.3892,-0.0754,-0.0514,autosome,macro
16,10200001,10300000,10250393,6193,2362,19.5,55,-0.4765,-0.0573,-0.0408,autosome,macro
16,10300001,10400000,10349376,6066,2372,41,66,-0.2336,-0.0404,-0.0277,autosome,macro
16,10400001,10500000,10450154,5257,2189,16.75,100.75,-0.7149,-0.1295,-0.0877,autosome,macro
16,10500001,10600000,10549783,5468,2078,24.5,28.5,-0.0755,-0.0073,-0.005,autosome,macro
16,10600001,10700000,10651917,6194,2340,45.75,105.75,-0.396,-0.0941,-0.0646,autosome,macro
16,10700001,10800000,10750200,6076,2263,36.75,32.5,0.0614,0.0073,0.0053,autosome,macro
16,10800001,10900000,10852540,6552,2584,54.5,78,-0.1774,-0.0338,-0.0231,autosome,macro
16,10900001,11000000,10948948,6650,2573,62,109.75,-0.278,-0.0709,-0.047,autosome,macro
16,11000001,11100000,11052915,7398,2729,78.625,126.125,-0.232,-0.0577,-0.0393,autosome,macro
16,11100001,11200000,11151086,9232,3530,97.625,196.625,-0.3364,-0.0951,-0.064,autosome,macro
16,11200001,11300000,11249617,8666,2953,100.875,124.875,-0.1063,-0.0273,-0.0185,autosome,macro
16,11300001,11400000,11348936,8119,2875,96,133.5,-0.1634,-0.0435,-0.0295,autosome,macro
16,11400001,11500000,11450164,6732,2397,45.75,118.75,-0.4438,-0.1027,-0.0689,autosome,macro
16,11500001,11600000,11551566,8167,2803,82.625,103.375,-0.1116,-0.0252,-0.0182,autosome,macro
16,11600001,11700000,11649608,8397,3033,83.625,155.125,-0.2995,-0.0763,-0.053,autosome,macro
16,11700001,11800000,11749462,7173,2464,73.875,120.375,-0.2394,-0.0628,-0.0436,autosome,macro
16,11800001,11900000,11852760,6467,2214,58.875,133.625,-0.3883,-0.1139,-0.0744,autosome,macro
16,11900001,12000000,11948988,7984,2912,101.75,167.25,-0.2435,-0.0781,-0.0513,autosome,macro
16,12000001,12100000,12049254,7660,2764,63,213.5,-0.5443,-0.1858,-0.1147,autosome,macro
16,12100001,12200000,12149805,7011,2408,53.625,116.625,-0.37,-0.0855,-0.0573,autosome,macro
16,12200001,12300000,12249804,8633,2991,91.125,155.125,-0.2599,-0.0703,-0.046,autosome,macro
16,12300001,12400000,12346166,7969,2765,92.375,135.625,-0.1897,-0.0534,-0.0362,autosome,macro
16,12400001,12500000,12452283,8599,3240,119.5,186,-0.2177,-0.0707,-0.0454,autosome,macro
16,12500001,12600000,12550276,8183,2970,94.5,206,-0.371,-0.1169,-0.0793,autosome,macro
16,12600001,12700000,12649081,7589,2593,66.625,171.125,-0.4395,-0.129,-0.0852,autosome,macro
16,12700001,12800000,12751218,7930,2670,81.5,158.5,-0.3208,-0.0949,-0.0616,autosome,macro
16,12800001,12900000,12848632,8255,2956,99.625,192.875,-0.3188,-0.1016,-0.0674,autosome,macro
16,12900001,13000000,12948551,7927,2822,87.75,160,-0.2916,-0.0884,-0.0578,autosome,macro
16,13000001,13100000,13049952,8642,2970,70.625,157.125,-0.3798,-0.0982,-0.0667,autosome,macro
16,13100001,13200000,13148437,8404,2919,80.375,166.875,-0.3498,-0.0996,-0.0667,autosome,macro
16,13200001,13300000,13248540,7941,2688,66.875,149.375,-0.3815,-0.1037,-0.0676,autosome,macro
16,13300001,13400000,13350009,8684,3097,85.375,158.625,-0.3002,-0.0758,-0.0518,autosome,macro
16,13400001,13500000,13448855,8517,2835,73.625,172.375,-0.4014,-0.1233,-0.0783,autosome,macro
16,13500001,13600000,13549091,8145,2799,87.25,157.25,-0.2863,-0.0825,-0.0534,autosome,macro
16,13600001,13700000,13649958,7961,2588,65.25,143.75,-0.3756,-0.0996,-0.0658,autosome,macro
16,13700001,13800000,13753364,7163,2507,64,150.75,-0.404,-0.1182,-0.0761,autosome,macro
16,13800001,13900000,13848508,9182,3114,90.5,169.25,-0.3032,-0.0806,-0.0538,autosome,macro
16,13900001,14000000,13951403,8744,2978,81.375,162.375,-0.3323,-0.0876,-0.0597,autosome,macro
16,14000001,14100000,14046713,9801,3614,102.75,201.75,-0.3251,-0.0943,-0.0598,autosome,macro
16,14100001,14200000,14151061,10206,3508,115,157.5,-0.156,-0.0356,-0.0249,autosome,macro
16,14200001,14300000,14249661,7394,2472,87.625,98.625,-0.0591,-0.0136,-0.0094,autosome,macro
16,14300001,14400000,14349144,7527,2711,82.25,117.25,-0.1754,-0.0373,-0.026,autosome,macro
16,14400001,14500000,14447524,6604,2529,54.375,112.375,-0.3478,-0.0671,-0.0452,autosome,macro
16,14500001,14600000,14542529,4888,1853,11.625,157.375,-0.8624,-0.2196,-0.1435,autosome,macro
16,14600001,14700000,14604824,10,nan,nan,nan,nan,nan,nan,autosome,macro
17,1,100000,54102,5433,2128,61.75,103.75,-0.2538,-0.0511,-0.035,autosome,macro
17,100001,200000,148220,6245,2572,95,85.5,0.0526,0.0089,0.0062,autosome,macro
17,200001,300000,252036,7994,3078,105.875,121.375,-0.0682,-0.0141,-0.0096,autosome,macro
17,300001,400000,346690,9544,3494,132.25,169.75,-0.1242,-0.0298,-0.0206,autosome,macro
17,400001,500000,452340,7059,2653,74.75,81.75,-0.0447,-0.0081,-0.0057,autosome,macro
17,500001,600000,552011,8001,3088,118.375,121.625,-0.0135,-0.0033,-0.0023,autosome,macro
17,600001,700000,650330,8070,3102,78,138,-0.2778,-0.0668,-0.045,autosome,macro
17,700001,800000,749692,8540,2976,74.625,158.625,-0.3601,-0.0993,-0.0646,autosome,macro
17,800001,900000,847385,9582,3315,87,223.5,-0.4396,-0.1478,-0.0939,autosome,macro
17,900001,1000000,948820,8432,2892,95.25,163.25,-0.2631,-0.0826,-0.0537,autosome,macro
