scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,type,micro.macro
1,74800001,74900000,74848266,5265,1830,27.75,21.75,0.1212,0.0121,0.0076,autosome,macro
1,74900001,75000000,74947901,5831,2256,32.5,14.75,0.3757,0.0261,0.0175,autosome,macro
1,75000001,75100000,75051041,4830,1711,60.875,13.875,0.6288,0.0913,0.0609,autosome,macro
1,75100001,75200000,75148456,4319,1719,19.75,31.25,-0.2255,-0.0244,-0.0166,autosome,macro
1,75200001,75300000,75247846,4552,1689,32.75,16.5,0.3299,0.036,0.0239,autosome,macro
1,75300001,75400000,75350301,4658,1619,19.875,15.875,0.1119,0.0088,0.006,autosome,macro
1,75400001,75500000,75450776,4854,1658,19.25,17.5,0.0476,0.0038,0.0025,autosome,macro
1,75500001,75600000,75549194,4487,1498,35.5,22.25,0.2294,0.0301,0.0201,autosome,macro
1,75600001,75700000,75648181,5482,1830,43,11.25,0.5853,0.0619,0.0413,autosome,macro
1,75700001,75800000,75748553,5463,1842,20.5,24.25,-0.0838,-0.0074,-0.0051,autosome,macro
1,75800001,75900000,75851624,5651,1920,29.5,23.75,0.108,0.0099,0.0067,autosome,macro
1,75900001,76000000,75947825,5366,1956,53.75,16.5,0.5302,0.0681,0.0433,autosome,macro
1,76000001,76100000,76047232,5480,1808,40.125,14.375,0.4725,0.05,0.0327,autosome,macro
1,76100001,76200000,76151108,4965,2040,37.5,9,0.6129,0.0471,0.032,autosome,macro
1,76200001,76300000,76247999,4397,1766,31.75,6.75,0.6494,0.0521,0.0353,autosome,macro
1,76300001,76400000,76352095,4071,1722,31,10,0.5122,0.0458,0.0301,autosome,macro
1,76400001,76500000,76450461,4019,1619,33.625,9.625,0.5549,0.0525,0.0341,autosome,macro
1,76500001,76600000,76549487,4808,1924,39.875,15.375,0.4434,0.0438,0.0292,autosome,macro
1,76600001,76700000,76651642,5121,2013,38.625,13.875,0.4714,0.0416,0.028,autosome,macro
1,76700001,76800000,76748956,4435,1759,24.25,17,0.1758,0.0146,0.0095,autosome,macro
1,76800001,76900000,76851016,4776,1847,30.125,9.125,0.535,0.0379,0.0243,autosome,macro
1,76900001,77000000,76950249,4226,1655,28.5,5.25,0.6889,0.0511,0.0317,autosome,macro
1,77000001,77100000,77053032,5106,2120,32,13.75,0.3989,0.0281,0.0184,autosome,macro
1,77100001,77200000,77147957,4788,1798,42.25,10.75,0.5943,0.0569,0.0371,autosome,macro
1,77200001,77300000,77244815,4298,1592,38.75,11.5,0.5423,0.0638,0.041,autosome,macro
1,77300001,77400000,77351519,4155,1516,28.5,19.75,0.1813,0.0218,0.0138,autosome,macro
1,77400001,77500000,77454170,5335,1978,40.5,12.25,0.5355,0.0529,0.0344,autosome,macro
1,77500001,77600000,77548840,4791,1783,45.25,20,0.387,0.0462,0.0308,autosome,macro
1,77600001,77700000,77654938,5834,1888,54.25,48.25,0.0585,0.0114,0.0073,autosome,macro
1,77700001,77800000,77747789,5020,1798,30,15.5,0.3187,0.0283,0.0186,autosome,macro
1,77800001,77900000,77852895,5573,1814,45.75,30.25,0.2039,0.0291,0.019,autosome,macro
1,77900001,78000000,77947543,5744,1784,43.25,20.75,0.3516,0.0432,0.029,autosome,macro
1,78000001,78100000,78051048,6250,2021,44.5,19.25,0.3961,0.0499,0.0325,autosome,macro
1,78100001,78200000,78149879,5526,2031,72.25,72,0.0017,0.0004,0.0003,autosome,macro
1,78200001,78300000,78246145,5376,1966,71.125,47.625,0.1979,0.0393,0.0251,autosome,macro
1,78300001,78400000,78351443,5557,2114,58.25,18.25,0.5229,0.0687,0.0455,autosome,macro
1,78400001,78500000,78450745,5207,1780,55,44.25,0.1083,0.02,0.0131,autosome,macro
1,78500001,78600000,78550111,5703,2007,62.5,34.25,0.292,0.0498,0.0323,autosome,macro
1,78600001,78700000,78651051,5527,1964,54.375,68.875,-0.1176,-0.0261,-0.0166,autosome,macro
1,78700001,78800000,78751531,6069,2136,66.75,45.75,0.1867,0.0291,0.0198,autosome,macro
1,78800001,78900000,78849530,6442,2271,75.5,54.75,0.1593,0.0314,0.0206,autosome,macro
1,78900001,79000000,78950368,6278,2293,48.75,70.5,-0.1824,-0.0331,-0.0217,autosome,macro
1,79000001,79100000,79048890,5580,1826,52.125,60.125,-0.0713,-0.0146,-0.0095,autosome,macro
1,79100001,79200000,79150656,5954,1773,50.5,28.25,0.2825,0.0407,0.0273,autosome,macro
1,79200001,79300000,79251152,6096,2073,66.75,51.75,0.1266,0.0211,0.014,autosome,macro
1,79300001,79400000,79350963,5951,1929,70,54,0.129,0.0234,0.0157,autosome,macro
1,79400001,79500000,79449068,5351,1828,67,31.75,0.357,0.0676,0.0432,autosome,macro
1,79500001,79600000,79549521,5944,2240,47,43.5,0.0387,0.0066,0.0041,autosome,macro
1,79600001,79700000,79650239,4801,1601,48,16.75,0.4826,0.0703,0.0441,autosome,macro
1,79700001,79800000,79750658,5175,2006,34.125,31.125,0.046,0.0052,0.0033,autosome,macro
1,79800001,79900000,79849665,4967,1814,58,23,0.4321,0.0643,0.0427,autosome,macro
1,79900001,80000000,79950084,5422,2038,49.75,48.5,0.0127,0.002,0.0013,autosome,macro
1,80000001,80100000,80050423,5125,1806,32.5,18.25,0.2808,0.0264,0.0168,autosome,macro
1,80100001,80200000,80144160,4978,1889,40.375,28.625,0.1703,0.0224,0.0146,autosome,macro
1,80200001,80300000,80251346,4831,2018,37.125,36.125,0.0137,0.0019,0.0013,autosome,macro
1,80300001,80400000,80347682,5007,2021,47.5,25,0.3103,0.0376,0.0249,autosome,macro
1,80400001,80500000,80449333,4860,1324,28,32,-0.0667,-0.0107,-0.007,autosome,macro
1,80500001,80600000,80549161,5897,2131,85.625,41.125,0.3511,0.0811,0.0496,autosome,macro
1,80600001,80700000,80650968,5521,2106,51.5,69.5,-0.1488,-0.0304,-0.0194,autosome,macro
1,80700001,80800000,80749993,5779,2287,61.5,83.5,-0.1517,-0.0299,-0.0187,autosome,macro
1,80800001,80900000,80847770,5773,2191,48.25,25.25,0.3129,0.0442,0.0276,autosome,macro
1,80900001,81000000,80949746,5413,1985,52.75,41,0.1253,0.0215,0.0136,autosome,macro
1,81000001,81100000,81049412,5393,1903,51.375,42.375,0.096,0.0186,0.0113,autosome,macro
1,81100001,81200000,81148854,6226,2466,105,63.25,0.2481,0.0702,0.0421,autosome,macro
1,81200001,81300000,81251276,6321,2252,58.75,35.25,0.25,0.0414,0.0254,autosome,macro
1,81300001,81400000,81348100,5642,2141,42,14,0.5,0.0506,0.0339,autosome,macro
1,81400001,81500000,81451524,6125,2404,57.25,35.5,0.2345,0.0366,0.0238,autosome,macro
1,81500001,81600000,81552038,5463,2044,58.375,45.875,0.1199,0.027,0.0169,autosome,macro
1,81600001,81700000,81650192,6178,2348,49.375,50.875,-0.015,-0.003,-0.0018,autosome,macro
1,81700001,81800000,81751188,6918,2703,81.25,64,0.1188,0.0251,0.0157,autosome,macro
1,81800001,81900000,81848924,6428,2290,61.625,47.625,0.1281,0.0231,0.0145,autosome,macro
1,81900001,82000000,81950457,6549,2465,49.875,43.625,0.0668,0.0101,0.0066,autosome,macro
1,82000001,82100000,82053220,6667,2716,71.5,79.25,-0.0514,-0.0117,-0.0075,autosome,macro
1,82100001,82200000,82149461,6879,2750,78.375,83.125,-0.0294,-0.0067,-0.0043,autosome,macro
1,82200001,82300000,82251347,7005,2761,72.75,68,0.0337,0.0066,0.0044,autosome,macro
1,82300001,82400000,82348699,6549,2537,79.5,75.5,0.0258,0.0056,0.0036,autosome,macro
1,82400001,82500000,82451515,7874,2894,76.375,89.375,-0.0784,-0.0181,-0.0112,autosome,macro
1,82500001,82600000,82547825,6916,2560,54.125,69.375,-0.1235,-0.0268,-0.0166,autosome,macro
1,82600001,82700000,82650898,6549,2577,68.75,82,-0.0879,-0.0202,-0.0127,autosome,macro
1,82700001,82800000,82751470,6862,2432,88.875,69.625,0.1215,0.0318,0.0197,autosome,macro
1,82800001,82900000,82848755,6344,2354,46,64.25,-0.1655,-0.0321,-0.0201,autosome,macro
1,82900001,83000000,82950037,6531,2358,55.75,67.5,-0.0953,-0.0207,-0.0128,autosome,macro
1,83000001,83100000,83051611,6680,2511,61.5,49,0.1131,0.0221,0.0131,autosome,macro
1,83100001,83200000,83149298,6760,2515,57.625,71.875,-0.11,-0.0219,-0.014,autosome,macro
1,83200001,83300000,83251084,6415,2445,51.625,68.125,-0.1378,-0.0306,-0.0187,autosome,macro
1,83300001,83400000,83348239,6886,2566,55.5,72.75,-0.1345,-0.0277,-0.0175,autosome,macro
1,83400001,83500000,83450283,6671,2706,73.875,78.875,-0.0327,-0.0077,-0.0049,autosome,macro
1,83500001,83600000,83548858,6688,2555,69.625,45.875,0.2056,0.0374,0.0236,autosome,macro
1,83600001,83700000,83649231,5950,2296,41.5,32.25,0.1254,0.0159,0.0106,autosome,macro
1,83700001,83800000,83750773,6848,2679,86.5,65,0.1419,0.0373,0.023,autosome,macro
1,83800001,83900000,83848472,6929,2593,80.375,48.375,0.2485,0.0515,0.032,autosome,macro
1,83900001,84000000,83950467,6418,2415,75.75,49.5,0.2096,0.0445,0.0273,autosome,macro
1,84000001,84100000,84048449,6343,2341,68,70.25,-0.0163,-0.0043,-0.0026,autosome,macro
1,84100001,84200000,84150337,6609,2594,54,86.5,-0.2313,-0.049,-0.0314,autosome,macro
1,84200001,84300000,84247637,6685,2444,54.375,43.875,0.1069,0.0193,0.0123,autosome,macro
1,84300001,84400000,84353970,6203,2394,60.875,64.875,-0.0318,-0.0075,-0.0046,autosome,macro
1,84400001,84500000,84450561,6191,2261,77.5,45.25,0.2627,0.0549,0.036,autosome,macro
1,84500001,84600000,84549968,6629,2441,51.75,38.75,0.1436,0.0254,0.016,autosome,macro
1,84600001,84700000,84648931,6701,2645,69.25,78.75,-0.0642,-0.0164,-0.0101,autosome,macro
1,84700001,84800000,84749860,6844,2508,80.625,56.875,0.1727,0.04,0.0243,autosome,macro
1,84800001,84900000,84848714,6387,2445,48.25,92.5,-0.3144,-0.067,-0.0434,autosome,macro
1,84900001,85000000,84951248,6476,2472,70.625,52.375,0.1484,0.027,0.0175,autosome,macro
1,85000001,85100000,85050108,5807,2272,49.25,49.25,0,0,0,autosome,macro
1,85100001,85200000,85148574,7164,2436,71.375,34.875,0.3435,0.0621,0.0408,autosome,macro
1,85200001,85300000,85250992,7563,2808,76.5,66,0.0737,0.0158,0.0099,autosome,macro
1,85300001,85400000,85349678,6662,2467,64.25,52.5,0.1006,0.0221,0.0133,autosome,macro
1,85400001,85500000,85450780,6142,2300,87.875,51.875,0.2576,0.0611,0.0383,autosome,macro
1,85500001,85600000,85549020,6604,2489,69.375,78.125,-0.0593,-0.0136,-0.0088,autosome,macro
1,85600001,85700000,85651931,6153,2359,59.25,55.75,0.0304,0.0064,0.0042,autosome,macro
1,85700001,85800000,85749281,6550,2764,94.375,62.375,0.2041,0.0504,0.0322,autosome,macro
1,85800001,85900000,85846783,6351,2570,73.25,60.5,0.0953,0.0239,0.0147,autosome,macro
1,85900001,86000000,85947545,6537,2622,64.5,69,-0.0337,-0.0069,-0.0043,autosome,macro
1,86000001,86100000,86051819,6118,2628,57.75,57.25,0.0043,0.0008,0.0005,autosome,macro
1,86100001,86200000,86151540,6739,2695,55.75,59.75,-0.0346,-0.007,-0.0042,autosome,macro
1,86200001,86300000,86250552,7229,2864,77.875,61.375,0.1185,0.027,0.0163,autosome,macro
1,86300001,86400000,86349119,7013,2671,70.75,82.5,-0.0767,-0.0187,-0.0117,autosome,macro
1,86400001,86500000,86451533,5919,2409,50.125,49.375,0.0075,0.0013,0.0008,autosome,macro
1,86500001,86600000,86549434,6220,2540,65.25,59.5,0.0461,0.0097,0.0063,autosome,macro
1,86600001,86700000,86651504,6667,2683,96.875,51.625,0.3047,0.0761,0.0463,autosome,macro
1,86700001,86800000,86750323,6488,2361,70.5,28.75,0.4207,0.0809,0.0513,autosome,macro
1,86800001,86900000,86849971,7087,2657,65.125,48.625,0.1451,0.0264,0.017,autosome,macro
1,86900001,87000000,86950590,6554,2683,102.125,58.625,0.2706,0.073,0.0448,autosome,macro
1,87000001,87100000,87050307,6911,2916,59.625,70.125,-0.0809,-0.0174,-0.0104,autosome,macro
1,87100001,87200000,87151734,6665,2852,72.375,84.875,-0.0795,-0.0203,-0.0124,autosome,macro
1,87200001,87300000,87248891,6503,2794,84.375,45.125,0.3031,0.0646,0.0409,autosome,macro
1,87300001,87400000,87350501,6727,2666,54.875,53.125,0.0162,0.0027,0.0017,autosome,macro
1,87400001,87500000,87450661,6966,2823,99.25,89.75,0.0503,0.0148,0.0091,autosome,macro
1,87500001,87600000,87548239,6778,2742,79,43.75,0.2872,0.0588,0.0378,autosome,macro
1,87600001,87700000,87649847,6437,2604,59.875,57.375,0.0213,0.0046,0.0027,autosome,macro
1,87700001,87800000,87748651,5830,2372,52.375,71.625,-0.1552,-0.0327,-0.0209,autosome,macro
1,87800001,87900000,87849437,6176,2395,65.75,43.25,0.2064,0.0435,0.027,autosome,macro
1,87900001,88000000,87946868,6124,2197,48.25,34.75,0.1627,0.0262,0.0168,autosome,macro
1,88000001,88100000,88050877,4574,1791,27.75,34.25,-0.1048,-0.0159,-0.01,autosome,macro
1,88100001,88200000,88150265,5316,1908,48.5,41.25,0.0808,0.0146,0.0093,autosome,macro
1,88200001,88300000,88249281,5588,1956,61.75,44,0.1678,0.0382,0.0229,autosome,macro
1,88300001,88400000,88351287,5348,2010,32,29,0.0492,0.0054,0.0036,autosome,macro
1,88400001,88500000,88454371,5461,1876,46.625,29.875,0.219,0.0371,0.0227,autosome,macro
1,88500001,88600000,88547690,5746,2115,58.25,22.5,0.4427,0.0716,0.0469,autosome,macro
1,88600001,88700000,88650007,5817,2125,33.25,42.75,-0.125,-0.018,-0.0114,autosome,macro
1,88700001,88800000,88750592,6008,2186,44.75,23.25,0.3162,0.0413,0.0243,autosome,macro
1,88800001,88900000,88848498,5543,1758,40.5,28.25,0.1782,0.0292,0.0173,autosome,macro
1,88900001,89000000,88948377,5742,1748,60.5,24.5,0.4235,0.0727,0.0467,autosome,macro
1,89000001,89100000,89047859,5588,1889,30.25,20.75,0.1863,0.0226,0.0141,autosome,macro
1,89100001,89200000,89147839,6064,1989,34.75,16.75,0.3495,0.039,0.0252,autosome,macro
1,89200001,89300000,89252253,6126,2309,41.25,36.75,0.0577,0.0076,0.0048,autosome,macro
1,89300001,89400000,89350640,6327,2441,51.25,103,-0.3355,-0.0936,-0.0545,autosome,macro
1,89400001,89500000,89449835,6258,2378,100.875,43.875,0.3938,0.0919,0.0588,autosome,macro
1,89500001,89600000,89550121,5950,2317,59.5,41.75,0.1753,0.0344,0.0216,autosome,macro
1,89600001,89700000,89647879,5738,2303,60.5,44.5,0.1524,0.0331,0.0206,autosome,macro
1,89700001,89800000,89750066,5984,2311,86.25,53.25,0.2366,0.06,0.0358,autosome,macro
1,89800001,89900000,89849450,5850,2288,48,48.5,-0.0052,-0.0011,-0.0007,autosome,macro
1,89900001,90000000,89950178,6099,2412,36,45.25,-0.1138,-0.0175,-0.0112,autosome,macro
1,90000001,90100000,90048071,5943,2351,49.5,36.75,0.1478,0.0233,0.0148,autosome,macro
1,90100001,90200000,90149413,6479,2742,45.5,62.5,-0.1574,-0.0263,-0.0164,autosome,macro
1,90200001,90300000,90249837,6554,2675,48.5,53.5,-0.049,-0.0088,-0.0054,autosome,macro
1,90300001,90400000,90352170,6216,2478,53.25,62.25,-0.0779,-0.0168,-0.0098,autosome,macro
1,90400001,90500000,90448790,6782,2730,63.375,49.875,0.1192,0.0211,0.0135,autosome,macro
1,90500001,90600000,90550530,6557,2726,56.625,20.625,0.466,0.0619,0.0406,autosome,macro
1,90600001,90700000,90650056,6242,2509,52.5,42.5,0.1053,0.0151,0.01,autosome,macro
1,90700001,90800000,90749530,6252,2397,34.625,42.375,-0.1006,-0.0137,-0.0087,autosome,macro
1,90800001,90900000,90851250,6141,2420,54.25,36.25,0.1989,0.0323,0.0211,autosome,macro
1,90900001,91000000,90950334,6078,2538,52.25,34.5,0.2046,0.0331,0.0208,autosome,macro
1,91000001,91100000,91049389,6848,2817,58.75,48,0.1007,0.0159,0.0103,autosome,macro
1,91100001,91200000,91148268,6350,2594,44.5,75.5,-0.2583,-0.0508,-0.0325,autosome,macro
1,91200001,91300000,91249519,6487,2648,39,56.5,-0.1832,-0.0312,-0.0196,autosome,macro
1,91300001,91400000,91346487,6665,2805,75,42.25,0.2793,0.0548,0.0352,autosome,macro
1,91400001,91500000,91451554,5997,2488,65.75,64,0.0135,0.0031,0.0019,autosome,macro
1,91500001,91600000,91550971,6140,2477,48.25,67.5,-0.1663,-0.0394,-0.0234,autosome,macro
1,91600001,91700000,91650758,4803,2002,56.375,25.875,0.3708,0.0657,0.0431,autosome,macro
1,91700001,91800000,91748978,6010,2561,67.375,27.875,0.4147,0.0675,0.0442,autosome,macro
1,91800001,91900000,91850773,5828,2076,39,37.75,0.0163,0.0022,0.0015,autosome,macro
1,91900001,92000000,91948821,5481,2162,42.5,50.25,-0.0836,-0.0131,-0.0088,autosome,macro
1,92000001,92100000,92049235,5959,2319,66.75,53.5,0.1102,0.0215,0.0147,autosome,macro
1,92100001,92200000,92147802,6008,2207,52.5,36,0.1864,0.0253,0.0171,autosome,macro
1,92200001,92300000,92248688,6314,2466,45.625,42.125,0.0399,0.0057,0.0037,autosome,macro
1,92300001,92400000,92350556,6457,2449,67.5,40,0.2558,0.0444,0.0294,autosome,macro
1,92400001,92500000,92450155,6582,2663,78.25,55.75,0.1679,0.0314,0.0206,autosome,macro
1,92500001,92600000,92547913,6592,2544,59.5,66.5,-0.0556,-0.0092,-0.0063,autosome,macro
1,92600001,92700000,92651960,6593,2604,73.25,66.5,0.0483,0.0097,0.0064,autosome,macro
1,92700001,92800000,92751799,6501,2693,68,73.25,-0.0372,-0.0093,-0.005,autosome,macro
1,92800001,92900000,92848661,7356,2926,82.875,60.375,0.1571,0.0313,0.0188,autosome,macro
1,92900001,93000000,92947292,6979,2766,65.5,49,0.1441,0.0258,0.0169,autosome,macro
1,93000001,93100000,93051625,7093,2905,57.875,54.125,0.0335,0.0059,0.0038,autosome,macro
1,93100001,93200000,93151514,6590,2542,56.875,37.875,0.2005,0.0315,0.021,autosome,macro
1,93200001,93300000,93249594,6697,2626,59.75,55.75,0.0346,0.0065,0.004,autosome,macro
1,93300001,93400000,93351815,6465,2513,50.75,39.25,0.1278,0.0206,0.0129,autosome,macro
1,93400001,93500000,93450571,6345,2793,62.25,59.5,0.0226,0.0046,0.0028,autosome,macro
1,93500001,93600000,93549974,6879,2790,82.25,37.25,0.3766,0.0752,0.0473,autosome,macro
1,93600001,93700000,93649653,7141,2974,86,84,0.0118,0.0029,0.0018,autosome,macro
1,93700001,93800000,93747338,6869,2702,59.25,46.25,0.1232,0.0239,0.0143,autosome,macro
1,93800001,93900000,93850355,6601,2644,48.125,55.875,-0.0745,-0.0141,-0.0085,autosome,macro
1,93900001,94000000,93950464,5780,2393,52.5,48.5,0.0396,0.0074,0.0046,autosome,macro
1,94000001,94100000,94049827,6379,2487,42,52.75,-0.1135,-0.0193,-0.0123,autosome,macro
1,94100001,94200000,94151215,6525,2577,59.75,56,0.0324,0.0069,0.0042,autosome,macro
1,94200001,94300000,94249385,7015,2863,67.875,70.125,-0.0163,-0.0036,-0.0022,autosome,macro
1,94300001,94400000,94349805,5643,2381,71.625,68.625,0.0214,0.0057,0.0035,autosome,macro
1,94400001,94500000,94449248,5850,2290,60.75,62.25,-0.0122,-0.0027,-0.0016,autosome,macro
1,94500001,94600000,94549206,5616,2230,35.5,85,-0.4108,-0.1067,-0.0633,autosome,macro
1,94600001,94700000,94649126,5364,1956,44,35.75,0.1034,0.019,0.0117,autosome,macro
1,94700001,94800000,94753392,5380,1976,40.625,38.625,0.0252,0.0048,0.003,autosome,macro
1,94800001,94900000,94849891,5520,1923,52.75,30.75,0.2635,0.0501,0.0313,autosome,macro
1,94900001,95000000,94951928,6203,2351,49,43.25,0.0623,0.0114,0.0071,autosome,macro
1,95000001,95100000,95049831,6707,2731,59.75,73.75,-0.1049,-0.0222,-0.0139,autosome,macro
1,95100001,95200000,95150353,6605,2610,62.5,50.5,0.1062,0.0229,0.0135,autosome,macro
1,95200001,95300000,95248504,6176,2076,37.25,64.5,-0.2678,-0.0528,-0.0337,autosome,macro
1,95300001,95400000,95348628,5664,2022,44.125,30.625,0.1806,0.0284,0.0183,autosome,macro
1,95400001,95500000,95447978,6606,2624,69.375,41.875,0.2472,0.0499,0.0314,autosome,macro
1,95500001,95600000,95548742,5808,2238,63,68.5,-0.0418,-0.009,-0.0057,autosome,macro
1,95600001,95700000,95650817,5413,2044,29.75,47.5,-0.2298,-0.0435,-0.0266,autosome,macro
1,95700001,95800000,95749619,6199,2493,54.25,29.5,0.2955,0.0511,0.0315,autosome,macro
1,95800001,95900000,95852637,6073,2481,65.625,42.875,0.2097,0.0364,0.0237,autosome,macro
1,95900001,96000000,95946216,6035,2415,68.625,41.125,0.2506,0.0534,0.0344,autosome,macro
1,96000001,96100000,96048540,6033,2385,41.875,41.875,0,0,0,autosome,macro
1,96100001,96200000,96148362,5106,2051,36.625,13.375,0.465,0.0477,0.0332,autosome,macro
1,96200001,96300000,96253297,5296,2040,31.5,16.25,0.3194,0.0304,0.0203,autosome,macro
1,96300001,96400000,96346813,5605,2212,30.75,22,0.1659,0.0174,0.0114,autosome,macro
1,96400001,96500000,96448524,5909,2262,33.25,34,-0.0112,-0.0014,-0.0009,autosome,macro
1,96500001,96600000,96556065,5311,2260,65,43.75,0.1954,0.0402,0.0253,autosome,macro
1,96600001,96700000,96650407,6426,2752,61.75,66.5,-0.037,-0.0077,-0.0048,autosome,macro
1,96700001,96800000,96752150,6225,2573,80.125,19.875,0.6025,0.0961,0.0633,autosome,macro
1,96800001,96900000,96849707,5538,2388,33.875,33.625,0.0037,0.0004,0.0003,autosome,macro
1,96900001,97000000,96951145,6426,2582,70.375,59.875,0.0806,0.0146,0.0095,autosome,macro
1,97000001,97100000,97051065,6363,2624,43,73.25,-0.2602,-0.0511,-0.0326,autosome,macro
1,97100001,97200000,97148699,5883,2476,32.875,52.375,-0.2287,-0.0339,-0.0218,autosome,macro
1,97200001,97300000,97249068,6405,2777,56.75,45.25,0.1127,0.0165,0.0109,autosome,macro
1,97300001,97400000,97349654,5552,2356,46.5,26.5,0.274,0.0387,0.0259,autosome,macro
1,97400001,97500000,97450446,5836,2533,94.75,14.75,0.7306,0.1351,0.0868,autosome,macro
1,97500001,97600000,97548876,6006,2735,52.5,23,0.3907,0.0544,0.0347,autosome,macro
1,97600001,97700000,97652606,6185,2680,54,66.5,-0.1037,-0.0191,-0.0125,autosome,macro
1,97700001,97800000,97750750,6077,2543,36.875,19.375,0.3111,0.0347,0.0224,autosome,macro
1,97800001,97900000,97847503,5405,2306,60.125,77.375,-0.1255,-0.0301,-0.0189,autosome,macro
1,97900001,98000000,97949379,5381,2326,49,36,0.1529,0.0258,0.0165,autosome,macro
1,98000001,98100000,98049717,5659,2247,47.75,30.25,0.2244,0.0281,0.0189,autosome,macro
1,98100001,98200000,98154146,5251,2317,64.75,23,0.4758,0.0782,0.0488,autosome,macro
1,98200001,98300000,98249937,6588,2664,58.125,56.375,0.0153,0.0029,0.0017,autosome,macro
1,98300001,98400000,98349496,6028,2477,50.375,45.625,0.0495,0.0094,0.0061,autosome,macro
1,98400001,98500000,98450303,6271,2466,56.75,42.75,0.1407,0.0248,0.016,autosome,macro
1,98500001,98600000,98550424,7115,2705,76.875,54.875,0.167,0.031,0.0198,autosome,macro
1,98600001,98700000,98650273,7308,2978,52.25,45,0.0746,0.0098,0.0066,autosome,macro
1,98700001,98800000,98751081,7079,2831,112.375,41.625,0.4594,0.1031,0.067,autosome,macro
1,98800001,98900000,98848268,7142,2839,71.75,67.5,0.0305,0.007,0.0043,autosome,macro
1,98900001,99000000,98948755,6422,2414,54.5,85.75,-0.2228,-0.0566,-0.0344,autosome,macro
1,99000001,99100000,99049723,6208,2457,46,52,-0.0612,-0.0109,-0.0068,autosome,macro
1,99100001,99200000,99150036,6069,2424,61.375,44.125,0.1635,0.0289,0.0192,autosome,macro
1,99200001,99300000,99252538,6351,2652,47.25,78.5,-0.2485,-0.0514,-0.0317,autosome,macro
1,99300001,99400000,99350167,6704,2633,37.5,24.25,0.2146,0.0247,0.0159,autosome,macro
1,99400001,99500000,99448950,6174,2426,43.75,34.25,0.1218,0.0183,0.0117,autosome,macro
1,99500001,99600000,99551085,5935,2259,68.25,57,0.0898,0.0219,0.0136,autosome,macro
1,99600001,99700000,99648424,6377,2575,66.375,70.375,-0.0293,-0.006,-0.0039,autosome,macro
1,99700001,99800000,99750910,6450,2721,62.5,55.75,0.0571,0.0114,0.0073,autosome,macro
1,99800001,99900000,99849610,6247,2600,101.5,83.75,0.0958,0.0262,0.0163,autosome,macro
1,99900001,100000000,99948952,5812,2383,53,33.25,0.229,0.0411,0.0256,autosome,macro
1,100000001,100100000,100051269,6242,2494,85,45.5,0.3027,0.0622,0.0395,autosome,macro
1,100100001,100200000,100150201,6603,2660,76.875,63.875,0.0924,0.0212,0.0133,autosome,macro
1,100200001,100300000,100249725,6828,2639,93.875,47.625,0.3269,0.0763,0.0456,autosome,macro
1,100300001,100400000,100350216,5983,2232,76,45,0.2562,0.0563,0.0374,autosome,macro
1,100400001,100500000,100450207,7071,2641,50.25,47,0.0334,0.0062,0.0038,autosome,macro
1,100500001,100600000,100547713,6761,2454,50.25,31.25,0.2331,0.031,0.0198,autosome,macro
1,100600001,100700000,100651664,6868,2536,61.375,36.625,0.2526,0.0467,0.0292,autosome,macro
1,100700001,100800000,100749533,6707,2490,72.5,51.5,0.1694,0.0389,0.0246,autosome,macro
1,100800001,100900000,100848070,6233,2415,39.5,45.5,-0.0706,-0.0115,-0.0069,autosome,macro
1,100900001,101000000,100948298,6542,2495,48.75,24.75,0.3265,0.0375,0.0245,autosome,macro
1,101000001,101100000,101050821,6383,2202,55.375,37.625,0.1909,0.0344,0.0219,autosome,macro
1,101100001,101200000,101148848,6146,2242,36.625,46.125,-0.1148,-0.0188,-0.0118,autosome,macro
1,101200001,101300000,101252779,5666,2228,80.25,27.25,0.493,0.0945,0.0609,autosome,macro
1,101300001,101400000,101350068,6082,2375,39.25,21.5,0.2922,0.0312,0.0205,autosome,macro
1,101400001,101500000,101450597,5515,2319,42.5,12,0.5596,0.0458,0.0309,autosome,macro
1,101500001,101600000,101548242,5545,1891,30,21,0.1765,0.0191,0.0122,autosome,macro
1,101600001,101700000,101648618,5989,2224,54,34.75,0.2169,0.04,0.0229,autosome,macro
1,101700001,101800000,101750181,6042,2301,65,53.5,0.097,0.0201,0.0124,autosome,macro
1,101800001,101900000,101846316,5622,2068,58.25,36.75,0.2263,0.0406,0.0263,autosome,macro
1,101900001,102000000,101948657,6368,2340,50.5,43.25,0.0773,0.0132,0.0084,autosome,macro
1,102000001,102100000,102046319,5246,1944,58.75,42,0.1663,0.0342,0.0219,autosome,macro
1,102100001,102200000,102152791,6388,2461,78.25,55,0.1745,0.0393,0.0246,autosome,macro
1,102200001,102300000,102250633,6292,2464,76.375,42.625,0.2836,0.0579,0.0373,autosome,macro
1,102300001,102400000,102349521,6495,2518,65.25,35.75,0.2921,0.0546,0.0345,autosome,macro
1,102400001,102500000,102448486,6655,2451,49,38.75,0.1168,0.0181,0.0114,autosome,macro
1,102500001,102600000,102551237,6445,2573,69.75,79,-0.0622,-0.0139,-0.009,autosome,macro
1,102600001,102700000,102649203,6729,2543,59.25,39,0.2061,0.0427,0.0264,autosome,macro
1,102700001,102800000,102748979,6064,2240,49,39,0.1136,0.0234,0.0138,autosome,macro
