"","loc","Tre","seq.len","var.sites","var.frac","lambda","log10lambda","LR","RF","p","df"
"723","uce-3020.nexus","uce-3020.treefile","1752","690","0.393835616438356","100","2","42711.7966551332","22","0","58"
"724","uce-3024.nexus","uce-3024.treefile","1642","569","0.34652862362972","1","0","49485.638142633","12","0","58"
"725","uce-3028.nexus","uce-3028.treefile","2020","846","0.418811881188119","1","0","55684.927353722","10","0","58"
"726","uce-3031.nexus","uce-3031.treefile","1794","646","0.360089186176143","100","2","46443.9832093017","28","0","58"
"727","uce-3032.nexus","uce-3032.treefile","1842","687","0.372964169381107","100","2","47364.1387915028","16","0","58"
"728","uce-3033.nexus","uce-3033.treefile","1856","858","0.462284482758621","0.001","-3","52384.6739331579","28","0","58"
"729","uce-3042.nexus","uce-3042.treefile","1894","636","0.335797254487856","100","2","52160.7402841626","22","0","58"
"730","uce-305.nexus","uce-305.treefile","1836","503","0.2739651416122","0.001","-3","56298.5958290657","22","0","58"
"731","uce-3050.nexus","uce-3050.treefile","1890","826","0.437037037037037","100","2","53085.0674004487","18","0","58"
"732","uce-3051.nexus","uce-3051.treefile","1963","862","0.439123790117168","100","2","53246.3059275092","28","0","58"
"733","uce-3054.nexus","uce-3054.treefile","1840","874","0.475","100","2","41511.3283338063","20","0","58"
"734","uce-3055.nexus","uce-3055.treefile","1928","809","0.419605809128631","100","2","43561.0628802155","14","0","58"
"735","uce-3061.nexus","uce-3061.treefile","1852","951","0.513498920086393","100","2","43806.0762550308","14","0","58"
"736","uce-3062.nexus","uce-3062.treefile","1931","522","0.270326255825997","0.001","-3","60021.6319566556","22","0","58"
"737","uce-3065.nexus","uce-3065.treefile","1557","738","0.473988439306358","100","2","37331.6998696888","26","0","58"
"738","uce-3068.nexus","uce-3068.treefile","1532","739","0.482375979112272","100","2","26587.2888918842","28","0","58"
"739","uce-3071.nexus","uce-3071.treefile","1583","710","0.448515476942514","100","2","32406.224750323","18","0","58"
"740","uce-3072.nexus","uce-3072.treefile","1800","746","0.414444444444444","0.001","-3","52336.5402281635","18","0","58"
"741","uce-3073.nexus","uce-3073.treefile","1227","576","0.469437652811736","100","2","22936.4709548761","16","0","58"
"742","uce-3083.nexus","uce-3083.treefile","1851","840","0.453808752025932","100","2","47994.9490250288","30","0","58"
"743","uce-3084.nexus","uce-3084.treefile","1448","459","0.316988950276243","1","0","34760.668885577","32","0","58"
"744","uce-3095.nexus","uce-3095.treefile","1464","271","0.185109289617486","100","2","43307.5267115616","32","0","58"
"745","uce-3097.nexus","uce-3097.treefile","2070","546","0.263768115942029","0.001","-3","66978.6054595856","20","0","58"
"746","uce-3099.nexus","uce-3099.treefile","1529","923","0.603662524525834","0.001","-3","40762.1849096936","26","0","58"
"747","uce-3104.nexus","uce-3104.treefile","1896","774","0.408227848101266","100","2","42487.0058904478","16","0","58"
"748","uce-3106.nexus","uce-3106.treefile","1593","552","0.346516007532957","1","0","37662.7443771051","30","0","58"
"749","uce-3113.nexus","uce-3113.treefile","1331","487","0.365890308039068","100","2","33292.9306057086","22","0","58"
"750","uce-3114.nexus","uce-3114.treefile","1803","780","0.43261231281198","100","2","35627.7083916911","20","0","58"
"751","uce-3115.nexus","uce-3115.treefile","1285","612","0.476264591439689","100","2","28431.1157770227","20","0","58"
"752","uce-3117.nexus","uce-3117.treefile","1733","935","0.539526832083093","100","2","40595.52784988","18","0","58"
"753","uce-3121.nexus","uce-3121.treefile","1847","931","0.504060638873849","100","2","45413.6108514543","22","0","58"
"754","uce-3122.nexus","uce-3122.treefile","1695","636","0.375221238938053","0.001","-3","51362.0785298397","20","0","58"
"755","uce-3124.nexus","uce-3124.treefile","2002","770","0.384615384615385","100","2","53670.514107006","16","0","58"
"756","uce-3130.nexus","uce-3130.treefile","1162","469","0.403614457831325","0.001","-3","36837.4294620651","20","0","58"
"757","uce-3134.nexus","uce-3134.treefile","1140","540","0.473684210526316","1","0","23686.365598133","54","0","58"
"758","uce-3138.nexus","uce-3138.treefile","1021","540","0.528893241919687","100","2","18498.1751333153","24","0","58"
"759","uce-3139.nexus","uce-3139.treefile","1950","742","0.380512820512821","0.001","-3","52304.7257029019","24","0","58"
"760","uce-3141.nexus","uce-3141.treefile","1835","733","0.399455040871935","0.001","-3","51723.0659964597","26","0","58"
"761","uce-3144.nexus","uce-3144.treefile","1627","751","0.461585740626921","100","2","43196.170206051","24","0","58"
"762","uce-315.nexus","uce-315.treefile","1994","708","0.35506519558676","100","2","56596.0725112195","20","0","58"
"763","uce-3150.nexus","uce-3150.treefile","1872","616","0.329059829059829","100","2","50001.1053754466","20","0","58"
"764","uce-3153.nexus","uce-3153.treefile","746","352","0.471849865951743","100","2","19307.2339014017","30","0","58"
"765","uce-3157.nexus","uce-3157.treefile","1435","722","0.503135888501742","100","2","33216.5572506902","28","0","58"
"766","uce-3158.nexus","uce-3158.treefile","1426","272","0.190743338008415","0.001","-3","42032.5381672474","36","0","58"
"767","uce-3159.nexus","uce-3159.treefile","1409","550","0.390347764371895","100","2","38463.3154720121","22","0","58"
"768","uce-3161.nexus","uce-3161.treefile","1687","538","0.318909306461174","100","2","44830.3853897321","18","0","58"
"769","uce-3163.nexus","uce-3163.treefile","1667","826","0.495500899820036","100","2","43021.0201825695","16","0","58"
"770","uce-3166.nexus","uce-3166.treefile","1598","606","0.379224030037547","100","2","31859.7330056258","18","0","58"
"771","uce-3167.nexus","uce-3167.treefile","1787","684","0.38276440962507","0.001","-3","53701.9615517651","26","0","58"
"772","uce-317.nexus","uce-317.treefile","1404","536","0.381766381766382","1","0","50720.2640530373","34","0","58"
"773","uce-3178.nexus","uce-3178.treefile","1740","609","0.35","0.001","-3","53201.0905431492","12","0","58"
"774","uce-3179.nexus","uce-3179.treefile","2010","790","0.393034825870647","0.001","-3","59723.0914295019","22","0","58"
"775","uce-318.nexus","uce-318.treefile","2006","560","0.279162512462612","100","2","54334.0209186885","24","0","58"
"776","uce-3180.nexus","uce-3180.treefile","1473","686","0.46571622539036","100","2","33969.4262625696","20","0","58"
"777","uce-3184.nexus","uce-3184.treefile","1625","842","0.518153846153846","100","2","26539.3329132042","24","0","58"
"778","uce-319.nexus","uce-319.treefile","1875","700","0.373333333333333","1","0","68363.2292515916","36","0","58"
"779","uce-3191.nexus","uce-3191.treefile","1791","740","0.413176996091569","1","0","46866.9634315319","20","0","58"
"780","uce-3198.nexus","uce-3198.treefile","1742","674","0.38691159586682","100","2","39615.931540287","14","0","58"
"781","uce-3199.nexus","uce-3199.treefile","1978","904","0.457027300303337","100","2","42595.73839319","16","0","58"
"782","uce-3202.nexus","uce-3202.treefile","1507","512","0.339747843397478","100","2","39752.0637985064","22","0","58"
"783","uce-3211.nexus","uce-3211.treefile","1924","582","0.302494802494802","100","2","51679.0076084752","22","0","58"
"784","uce-3212.nexus","uce-3212.treefile","1466","752","0.512960436562074",NA,NA,NA,"24",NA,"58"
"785","uce-3215.nexus","uce-3215.treefile","1909","461","0.241487689889995",NA,NA,NA,"16",NA,"58"
"786","uce-3217.nexus","uce-3217.treefile","1879","840","0.447046301224055","0.001","-3","56069.4494489071","20","0","58"
"787","uce-322.nexus","uce-322.treefile","1672","757","0.452751196172249","100","2","33086.0031804071","28","0","58"
"788","uce-3224.nexus","uce-3224.treefile","1882","587","0.311902231668438","100","2","52797.804605407","26","0","58"
"789","uce-3225.nexus","uce-3225.treefile","1609","741","0.460534493474208","100","2","36835.5805518882","20","0","58"
"790","uce-3227.nexus","uce-3227.treefile","1579","761","0.481950601646612","100","2","39870.5170935431","16","0","58"
"791","uce-323.nexus","uce-323.treefile","1594","849","0.532622333751568","100","2","28186.0031179738","26","0","58"
"792","uce-3233.nexus","uce-3233.treefile","1845","552","0.299186991869919","1","0","62883.23456935","34","0","58"
"793","uce-3235.nexus","uce-3235.treefile","1341","526","0.392244593586875","100","2","33041.7188290356","28","0","58"
"794","uce-3239.nexus","uce-3239.treefile","1726","727","0.421205098493627","1","0","41301.9524270609","22","0","58"
"795","uce-3241.nexus","uce-3241.treefile","2006","752","0.374875373878365","100","2","48288.9323369284","14","0","58"
"796","uce-3242.nexus","uce-3242.treefile","1671","914","0.546977857570317","0.001","-3","46989.7326355305","22","0","58"
"797","uce-3243.nexus","uce-3243.treefile","1658","641","0.386610373944511","100","2","36742.4067484064","20","0","58"
"798","uce-3244.nexus","uce-3244.treefile","1584","713","0.450126262626263","100","2","36031.0908703598","14","0","58"
"799","uce-3247.nexus","uce-3247.treefile","1400","673","0.480714285714286","100","2","34026.537027437","22","0","58"
"800","uce-3248.nexus","uce-3248.treefile","1981","686","0.346289752650177","100","2","51802.6821241726","28","0","58"
"801","uce-3249.nexus","uce-3249.treefile","1804","1040","0.57649667405765","100","2","34502.6323603437","20","0","58"
"802","uce-3252.nexus","uce-3252.treefile","1888","566","0.29978813559322","100","2","44524.1890616127","16","0","58"
"803","uce-3258.nexus","uce-3258.treefile","1208","616","0.509933774834437","100","2","28489.7838899297","18","0","58"
"804","uce-3259.nexus","uce-3259.treefile","1906","848","0.444910807974816","100","2","48160.6057740703","12","0","58"
"805","uce-326.nexus","uce-326.treefile","1582","538","0.34007585335019","1","0","44256.778913952","20","0","58"
"806","uce-3260.nexus","uce-3260.treefile","1422","282","0.19831223628692",NA,NA,NA,"38",NA,"58"
"807","uce-3263.nexus","uce-3263.treefile","1998","581","0.290790790790791","1","0","60806.6911776791","26","0","58"
"808","uce-3264.nexus","uce-3264.treefile","1436","571","0.397632311977716","0.001","-3","38010.9677381766","40","0","58"
"809","uce-3265.nexus","uce-3265.treefile","1827","785","0.429666119321292","0.001","-3","49414.5006480851","32","0","58"
"810","uce-327.nexus","uce-327.treefile","1512","480","0.317460317460317","100","2","39054.0499512537","36","0","58"
"811","uce-3273.nexus","uce-3273.treefile","1340","687","0.512686567164179","100","2","23696.8922427101","20","0","58"
"812","uce-3276.nexus","uce-3276.treefile","1705","873","0.512023460410557","100","2","33759.4018395941","22","0","58"
"813","uce-3280.nexus","uce-3280.treefile","1824","736","0.403508771929825","100","2","42838.3053730549","18","0","58"
"814","uce-3281.nexus","uce-3281.treefile","1821","908","0.498627127951675","100","2","33195.940961904","20","0","58"
"815","uce-3284.nexus","uce-3284.treefile","1075","376","0.349767441860465","0.001","-3","31893.7773059755","26","0","58"
"816","uce-3287.nexus","uce-3287.treefile","1947","522","0.268104776579353","100","2","46423.5505331423","32","0","58"
"817","uce-3294.nexus","uce-3294.treefile","1822","520","0.285400658616905","100","2","50163.6659716808","30","0","58"
"818","uce-33.nexus","uce-33.treefile","1802","643","0.356825749167592","100","2","55679.8647243218","24","0","58"
"819","uce-330.nexus","uce-330.treefile","2214","701","0.316621499548329","1","0","61518.6633405083","20","0","58"
"820","uce-3300.nexus","uce-3300.treefile","1813","717","0.395477109762824","100","2","42683.0662034826","22","0","58"
"821","uce-3304.nexus","uce-3304.treefile","1962","736","0.375127420998981","100","2","52218.847520887","26","0","58"
"822","uce-3306.nexus","uce-3306.treefile","1891","876","0.463246959280804","100","2","44995.6247532594","14","0","58"
"823","uce-3309.nexus","uce-3309.treefile","1671","685","0.409934171154997","0.001","-3","51170.1975461132","26","0","58"
"824","uce-3312.nexus","uce-3312.treefile","1826","809","0.443044906900329","100","2","48215.8595132967","18","0","58"
"825","uce-3314.nexus","uce-3314.treefile","1664","887","0.533052884615385","100","2","40842.3318985739","16","0","58"
"826","uce-3320.nexus","uce-3320.treefile","1914","726","0.379310344827586","100","2","45198.0837246627","20","0","58"
"827","uce-3323.nexus","uce-3323.treefile","1425","362","0.254035087719298","0.001","-3","44297.5929900502","28","0","58"
"828","uce-3324.nexus","uce-3324.treefile","2014","795","0.394736842105263","100","2","56009.2205236921","16","0","58"
"829","uce-3328.nexus","uce-3328.treefile","1968","1005","0.510670731707317","100","2","44828.5258231058","6","0","58"
"830","uce-3329.nexus","uce-3329.treefile","1934","591","0.305584281282316","1","0","54444.3725582776","28","0","58"
"831","uce-333.nexus","uce-333.treefile","1907","815","0.427372836916623","100","2","49468.3145742871","30","0","58"
"832","uce-3331.nexus","uce-3331.treefile","1572","603","0.383587786259542","1","0","47233.208717595","20","0","58"
"833","uce-3336.nexus","uce-3336.treefile","1080","530","0.490740740740741","1","0","39629.997954424","24","0","58"
"834","uce-3338.nexus","uce-3338.treefile","1868","574","0.30728051391863","100","2","50459.6943224273","18","0","58"
"835","uce-3340.nexus","uce-3340.treefile","1602","497","0.31023720349563","100","2","48597.6481982286","36","0","58"
"836","uce-3345.nexus","uce-3345.treefile","1927","851","0.441619097042034","100","2","46353.4917575601","10","0","58"
"837","uce-3346.nexus","uce-3346.treefile","1527","673","0.440733464309103","100","2","32671.2647731483","22","0","58"
"838","uce-335.nexus","uce-335.treefile","2037","622","0.305351006381934","100","2","54613.9922766198","26","0","58"
"839","uce-3354.nexus","uce-3354.treefile","1215","541","0.445267489711934","0.001","-3","32313.4218113453","38","0","58"
"840","uce-3355.nexus","uce-3355.treefile","1802","770","0.427302996670366","0.001","-3","47269.4223064578","22","0","58"
"841","uce-336.nexus","uce-336.treefile","1767","525","0.297113752122241","100","2","49906.2106184798","26","0","58"
"842","uce-3361.nexus","uce-3361.treefile","1738","584","0.336018411967779","100","2","43764.3239811462","12","0","58"
"843","uce-3369.nexus","uce-3369.treefile","911","380","0.417124039517014","100","2","21473.5697604082","42","0","58"
"844","uce-3371.nexus","uce-3371.treefile","1141","450","0.394390885188431","0.001","-3","36891.1107649143","26","0","58"
"845","uce-3373.nexus","uce-3373.treefile","1806","836","0.462901439645626","100","2","39903.0831459709","24","0","58"
"846","uce-3378.nexus","uce-3378.treefile","1589","793","0.499056010069226","100","2","35491.0607020056","16","0","58"
"847","uce-338.nexus","uce-338.treefile","2195","386","0.175854214123007","0.001","-3","67935.33126766","26","0","58"
"848","uce-3383.nexus","uce-3383.treefile","1774","746","0.420518602029312","100","2","42145.6273391219","38","0","58"
"849","uce-3384.nexus","uce-3384.treefile","1631","661","0.405272838749234","100","2","39788.6423684678","18","0","58"
"850","uce-3393.nexus","uce-3393.treefile","1491","726","0.48692152917505","0.001","-3","44160.1324579685","26","0","58"
"851","uce-34.nexus","uce-34.treefile","1777","658","0.370287000562746","100","2","49450.7318938015","22","0","58"
"852","uce-3400.nexus","uce-3400.treefile","1940","481","0.247938144329897","100","2","54726.1030003642","16","0","58"
"853","uce-3402.nexus","uce-3402.treefile","2068","719","0.347678916827853","0.001","-3","62750.8180033788","22","0","58"
"854","uce-3406.nexus","uce-3406.treefile","1866","878","0.470525187566988","100","2","45186.6865394603","20","0","58"
"855","uce-3410.nexus","uce-3410.treefile","1994","965","0.4839518555667","0.001","-3","63620.508224988","26","0","58"
"856","uce-3412.nexus","uce-3412.treefile","1983","911","0.45940494200706","100","2","40612.0694951577","22","0","58"
"857","uce-3416.nexus","uce-3416.treefile","1927","732","0.379865075246497","100","2","53897.6388767454","24","0","58"
"858","uce-342.nexus","uce-342.treefile","2028","809","0.398915187376726","100","2","47426.9700131152","16","0","58"
"859","uce-3421.nexus","uce-3421.treefile","1457","777","0.533287577213452","100","2","28479.2441789887","22","0","58"
"860","uce-3425.nexus","uce-3425.treefile","1818","766","0.421342134213421","100","2","47114.9640994265","16","0","58"
"861","uce-3426.nexus","uce-3426.treefile","1958","633","0.323289070480082","0.001","-3","54339.6401116654","26","0","58"
"862","uce-3430.nexus","uce-3430.treefile","1828","809","0.442560175054705","100","2","46477.4538207498","28","0","58"
"863","uce-3432.nexus","uce-3432.treefile","1702","669","0.393066980023502","100","2","40998.7220347217","16","0","58"
"864","uce-3434.nexus","uce-3434.treefile","1624","530","0.326354679802956","100","2","33127.2669502324","14","0","58"
"865","uce-3436.nexus","uce-3436.treefile","1552","573","0.369201030927835","0.001","-3","49261.0865906519","24","0","58"
"866","uce-3439.nexus","uce-3439.treefile","1430","815","0.56993006993007","100","2","31906.8983821652","16","0","58"
"867","uce-344.nexus","uce-344.treefile","1869","614","0.328517924023542","0.001","-3","51858.3447657925","24","0","58"
"868","uce-3440.nexus","uce-3440.treefile","1626","717","0.440959409594096","1","0","35099.9390322405","16","0","58"
"869","uce-3441.nexus","uce-3441.treefile","1938","873","0.45046439628483","100","2","48555.7357837673","8","0","58"
"870","uce-3442.nexus","uce-3442.treefile","2001","791","0.395302348825587","100","2","50369.1251562776","24","0","58"
"871","uce-3443.nexus","uce-3443.treefile","1453","554","0.381280110116999","100","2","28307.2553397585","30","0","58"
"872","uce-3444.nexus","uce-3444.treefile","1875","693","0.3696","100","2","45277.3592529612","22","0","58"
"873","uce-3448.nexus","uce-3448.treefile","1966","652","0.331637843336724","100","2","52179.0076264989","28","0","58"
"874","uce-345.nexus","uce-345.treefile","1592","702","0.440954773869347","0.001","-3","46495.9931211368","14","0","58"
"875","uce-3451.nexus","uce-3451.treefile","1763","510","0.289279636982416","0.001","-3","52040.4000386684","10","0","58"
"876","uce-3452.nexus","uce-3452.treefile","1233","570","0.462287104622871","100","2","36643.2753117458","24","0","58"
"877","uce-3454.nexus","uce-3454.treefile","2052","831","0.404970760233918","100","2","52830.4420719475","30","0","58"
"878","uce-3462.nexus","uce-3462.treefile","1765","520","0.294617563739377","0.001","-3","57941.0240153945","20","0","58"
"879","uce-3465.nexus","uce-3465.treefile","1738","665","0.382623705408516","100","2","44727.8520999509","30","0","58"
"880","uce-347.nexus","uce-347.treefile","2014","614","0.304865938430983","100","2","56021.2808617508","16","0","58"
"881","uce-3472.nexus","uce-3472.treefile","1524","759","0.498031496062992","1","0","29434.3525513918","18","0","58"
"882","uce-3486.nexus","uce-3486.treefile","1826","650","0.355969331872946","100","2","42483.9766686268","24","0","58"
"883","uce-3488.nexus","uce-3488.treefile","1610","695","0.43167701863354","100","2","38113.6233648022","36","0","58"
"884","uce-3489.nexus","uce-3489.treefile","1859","779","0.419042495965573","100","2","46672.8326570007","28","0","58"
"885","uce-3490.nexus","uce-3490.treefile","1894","987","0.521119324181626","100","2","44891.2611097923","18","0","58"
"886","uce-3492.nexus","uce-3492.treefile","1794","898","0.500557413600892","1","0","45857.4210243263","42","0","58"
"887","uce-3497.nexus","uce-3497.treefile","2117","338","0.159659896079358","0.001","-3","69916.8199774067","24","0","58"
"888","uce-3499.nexus","uce-3499.treefile","1859","866","0.465841850457235","100","2","43367.0307076523","28","0","58"
"889","uce-350.nexus","uce-350.treefile","1947","572","0.293785310734463","100","2","52405.4874551673","20","0","58"
"890","uce-3500.nexus","uce-3500.treefile","1935","806","0.416537467700258","100","2","48724.9226852355","22","0","58"
"891","uce-3501.nexus","uce-3501.treefile","2030","791","0.389655172413793","100","2","60746.248527126","26","0","58"
"892","uce-3503.nexus","uce-3503.treefile","1873","761","0.406300053390283","100","2","55578.7718949832","26","0","58"
"893","uce-3505.nexus","uce-3505.treefile","1917","559","0.291601460615545","100","2","55759.2603349271","24","0","58"
"894","uce-351.nexus","uce-351.treefile","1877","434","0.231220031965903","100","2","55021.3812369602","16","0","58"
"895","uce-3512.nexus","uce-3512.treefile","1827","880","0.481663929939792","0.001","-3","52377.4352620493","18","0","58"
"896","uce-3514.nexus","uce-3514.treefile","1422","632","0.444444444444444","100","2","33915.2264019235","18","0","58"
"897","uce-3515.nexus","uce-3515.treefile","1115","417","0.373991031390135","100","2","28729.6815794517","30","0","58"
"898","uce-3516.nexus","uce-3516.treefile","1836","1030","0.561002178649238","100","2","41177.3530178517","24","0","58"
"899","uce-3528.nexus","uce-3528.treefile","1771","715","0.403726708074534","1","0","51625.3707287332","18","0","58"
"900","uce-3529.nexus","uce-3529.treefile","1955","1008","0.515601023017903","100","2","41432.8283205891","20","0","58"
"901","uce-353.nexus","uce-353.treefile","1492","560","0.375335120643432","100","2","34498.7494060815","28","0","58"
"902","uce-3532.nexus","uce-3532.treefile","1792","800","0.446428571428571","100","2","48064.3250501461","18","0","58"
"903","uce-3535.nexus","uce-3535.treefile","1951","816","0.418247052793439","100","2","49314.2408424448","14","0","58"
"904","uce-3541.nexus","uce-3541.treefile","1594","632","0.396486825595985","100","2","30470.7448272371","30","0","58"
"905","uce-3542.nexus","uce-3542.treefile","1961","1060","0.540540540540541","100","2","53234.3967038854","20","0","58"
"906","uce-3547.nexus","uce-3547.treefile","1740","615","0.353448275862069","1","0","44805.3259786245","26","0","58"
"907","uce-3548.nexus","uce-3548.treefile","1966","859","0.436927772126144","100","2","44735.7422020299","14","0","58"
"908","uce-3551.nexus","uce-3551.treefile","1494","467","0.312583668005355","1","0","36739.3292039776","34","0","58"
"909","uce-3555.nexus","uce-3555.treefile","1484","560","0.377358490566038","100","2","41054.1233927057","20","0","58"
"910","uce-3564.nexus","uce-3564.treefile","1871","931","0.497594869053982","0.001","-3","50557.4184787118","22","0","58"
"911","uce-3567.nexus","uce-3567.treefile","1749","781","0.446540880503145","100","2","38162.4471445429","22","0","58"
"912","uce-3569.nexus","uce-3569.treefile","1397","534","0.382247673586256","100","2","22162.683813933","16","0","58"
"913","uce-357.nexus","uce-357.treefile","1488","558","0.375","100","2","35294.1131197737","20","0","58"
"914","uce-3573.nexus","uce-3573.treefile","1881","817","0.434343434343434","0.001","-3","49752.1323146613","20","0","58"
"915","uce-358.nexus","uce-358.treefile","1780","669","0.375842696629213","100","2","46952.8606570479","28","0","58"
"916","uce-3583.nexus","uce-3583.treefile","1818","623","0.342684268426843","100","2","45449.4634778128","28","0","58"
"917","uce-3584.nexus","uce-3584.treefile","1855","797","0.429649595687332","100","2","47800.9642579046","18","0","58"
"918","uce-3586.nexus","uce-3586.treefile","1425","644","0.451929824561404","1","0","30142.117391267","18","0","58"
"919","uce-3587.nexus","uce-3587.treefile","1674","727","0.434289127837515","100","2","47157.485162755","22","0","58"
"920","uce-3588.nexus","uce-3588.treefile","1532","817","0.533289817232376","100","2","29735.9330172347","18","0","58"
"921","uce-3591.nexus","uce-3591.treefile","1680","711","0.423214285714286","100","2","40715.3025286334","22","0","58"
"922","uce-3596.nexus","uce-3596.treefile","1922","712","0.37044745057232","100","2","40035.4679971998","20","0","58"
"923","uce-3597.nexus","uce-3597.treefile","1931","731","0.37856033143449","100","2","34586.689456304","14","0","58"
"924","uce-360.nexus","uce-360.treefile","2032","604","0.297244094488189","100","2","56984.3028068242","26","0","58"
"925","uce-3602.nexus","uce-3602.treefile","1818","719","0.395489548954895","100","2","40488.8386511419","12","0","58"
"926","uce-3603.nexus","uce-3603.treefile","1535","686","0.446905537459283","100","2","40992.6030595243","42","0","58"
"927","uce-3606.nexus","uce-3606.treefile","1656","656","0.396135265700483","0.001","-3","43965.9576031119","24","0","58"
"928","uce-3607.nexus","uce-3607.treefile","1626","722","0.444034440344403","100","2","27878.6861239867","22","0","58"
"929","uce-3609.nexus","uce-3609.treefile","1939","797","0.41103661681279","0.001","-3","51788.3365651065","28","0","58"
"930","uce-3610.nexus","uce-3610.treefile","1551","762","0.491295938104449","100","2","25634.2115225171","30","0","58"
"931","uce-3614.nexus","uce-3614.treefile","1933","497","0.257113295395758","0.001","-3","57734.7601427832","18","0","58"
"932","uce-362.nexus","uce-362.treefile","2042","501","0.245347698334966","0.001","-3","58880.7423988522","28","0","58"
"933","uce-3622.nexus","uce-3622.treefile","1445","636","0.440138408304498","100","2","34809.799322918","24","0","58"
"934","uce-3623.nexus","uce-3623.treefile","1169","653","0.558597091531223","100","2","22008.5292378439","20","0","58"
"935","uce-3628.nexus","uce-3628.treefile","1634","894","0.547123623011016","100","2","37564.5323702656","22","0","58"
"936","uce-3629.nexus","uce-3629.treefile","1868","745","0.398822269807281","100","2","49265.0667741052","18","0","58"
"937","uce-3631.nexus","uce-3631.treefile","1802","813","0.451165371809101","100","2","42494.6757064298","22","0","58"
"938","uce-3637.nexus","uce-3637.treefile","1976","983","0.49746963562753","100","2","40057.9118784229","22","0","58"
"939","uce-3638.nexus","uce-3638.treefile","1584","751","0.474116161616162","1","0","31467.5027966045","18","0","58"
"940","uce-3640.nexus","uce-3640.treefile","1889","711","0.376389624139756","100","2","55774.7433854152","24","0","58"
"941","uce-3648.nexus","uce-3648.treefile","1891","793","0.419354838709677","1","0","56216.1826091372","18","0","58"
"942","uce-3650.nexus","uce-3650.treefile","982","302","0.307535641547862","0.001","-3","22278.4489814269","70","0","58"
"943","uce-3651.nexus","uce-3651.treefile","1313","548","0.417364813404417","100","2","25214.1300535496","38","0","58"
"944","uce-3656.nexus","uce-3656.treefile","1624","724","0.445812807881773","100","2","35384.3739465598","18","0","58"
"945","uce-3657.nexus","uce-3657.treefile","1777","957","0.538548114800225","100","2","42473.1057906743","20","0","58"
"946","uce-3659.nexus","uce-3659.treefile","1818","911","0.501100110011001","0.001","-3","51754.0482854541","28","0","58"
"947","uce-3661.nexus","uce-3661.treefile","1830","702","0.383606557377049","100","2","47546.8947402864","30","0","58"
"948","uce-3664.nexus","uce-3664.treefile","1248","630","0.504807692307692","100","2","29443.269125185","26","0","58"
"949","uce-3668.nexus","uce-3668.treefile","1961","509","0.259561448240694","100","2","51587.3891229218","28","0","58"
"950","uce-367.nexus","uce-367.treefile","1613","726","0.450092994420335","0.001","-3","43197.9122067439","26","0","58"
"951","uce-3670.nexus","uce-3670.treefile","1613","737","0.456912585244885","0.001","-3","42917.3137114735","26","0","58"
"952","uce-3671.nexus","uce-3671.treefile","1990","534","0.268341708542714","100","2","46411.6691522383","28","0","58"
"953","uce-3675.nexus","uce-3675.treefile","1905","818","0.429396325459318","1","0","46858.5242067923","34","0","58"
"954","uce-3678.nexus","uce-3678.treefile","1587","707","0.445494643982357","100","2","34608.9876084672","12","0","58"
"955","uce-368.nexus","uce-368.treefile","2084","481","0.230806142034549","1","0","61692.5574056763","32","0","58"
"956","uce-3680.nexus","uce-3680.treefile","1794","706","0.393534002229654","100","2","43224.3128225484","22","0","58"
"957","uce-3681.nexus","uce-3681.treefile","1618","783","0.483930778739184","1","0","39145.1406552339","24","0","58"
"958","uce-3683.nexus","uce-3683.treefile","1977","834","0.42185128983308","1","0","59714.0533031779","32","0","58"
"959","uce-3686.nexus","uce-3686.treefile","1980","964","0.486868686868687","0.001","-3","58426.632444006","16","0","58"
"960","uce-3687.nexus","uce-3687.treefile","1954","788","0.403275332650972","100","2","46714.9794457799","18","0","58"
"961","uce-3689.nexus","uce-3689.treefile","2028","507","0.25","100","2","60398.3456642452","26","0","58"
"962","uce-3694.nexus","uce-3694.treefile","2027","835","0.411938825851011","100","2","52227.7780673415","16","0","58"
"963","uce-3695.nexus","uce-3695.treefile","1741","933","0.535898908673176","0.001","-3","49594.3968646839","26","0","58"
"964","uce-3696.nexus","uce-3696.treefile","1977","785","0.397066262013151","0.001","-3","56209.9676109954","14","0","58"
"965","uce-3697.nexus","uce-3697.treefile","1539","669","0.434697855750487","1","0","39106.864848998","30","0","58"
"966","uce-3698.nexus","uce-3698.treefile","1434","473","0.329846582984658","1","0","50039.1045364443","18","0","58"
"967","uce-3699.nexus","uce-3699.treefile","1492","329","0.220509383378016",NA,NA,NA,"30",NA,"58"
"968","uce-370.nexus","uce-370.treefile","1832","420","0.229257641921397","100","2","50916.0776462721","20","0","58"
"969","uce-3702.nexus","uce-3702.treefile","1302","472","0.362519201228879","0.001","-3","39886.9299834043","26","0","58"
"970","uce-3703.nexus","uce-3703.treefile","1801","845","0.469183786785119","0.001","-3","51961.028048426","16","0","58"
"971","uce-3707.nexus","uce-3707.treefile","1819","478","0.262781748213304","100","2","44259.5796098977","32","0","58"
"972","uce-3714.nexus","uce-3714.treefile","1629","643","0.394720687538367","100","2","39271.9454651147","34","0","58"
"973","uce-3715.nexus","uce-3715.treefile","1613","707","0.438313701177929","0.001","-3","39811.1416643975","28","0","58"
"974","uce-3716.nexus","uce-3716.treefile","1882","887","0.471307120085016","100","2","44474.7168072564","32","0","58"
